Gene	CD4Neg	CD4Pos	CD8Neg	CD8Pos
ADAM17	0.00585256496276991	0.00411371762376146	0.0177144007950708	0.0187013388428103
ADAM19	0.00367208871719584	0.006719908617354	0.0132764404198667	0.0207589380201981
ADAM20	0.000315259196337157	0.00115358889446218	0	0
ADAM22	2.11609075322288e-05	0	0.000235817906163761	0.000726543739466446
ADAM23	0.000111984615884147	0	0	0
ADAM28	0.00038046675568307	0.000714227238196075	0.000879274102698501	0
ADAM30	0	0	0	0
ADAM32	7.9890166303805e-06	0	0.00011818382014914	0.000364118722078541
ADAM8	0.0270877656324433	0.0281883238335435	0.0640226921863991	0.066550699255569
ADAM9	0.0131044864974566	0.0150354771177337	0.0267168176684744	0.0740932051303829
ADAMDEC1	0.000664694668692073	0	0.00111016756170097	0
ADAMTS1	0.000134943237034481	0	0	0
ADAMTS10	0.000272670863199594	0.0019955013733783	0.000649240995157839	0
ADAMTS14	4.71747801987241e-05	0	0.000461786046877254	0.000711370410308531
ADAMTS17	4.84082457533942e-05	0.000168933204693207	0.000273697550597652	0.000176060621889126
ADAMTS2	6.06766785190619e-06	0	0	0
ADAMTS4	0.000139520676104313	0	0.000625733892372226	0
ADAMTS6	0.000205654683997882	0.000187563708988851	0.0011665579710598	0.0012829220912986
ADAMTSL3	7.39234817853284e-06	0	2.74545177613122e-05	0
ADAMTSL4	0.00538842700784647	0.00501674139650396	0.0176004545231001	0.00950247529794573
ADAMTSL5	0.00090114094034716	0	0	0
ADAP1	0.000440040256755267	0.000268364126622906	0.00249205724574796	0.00279692172979043
ADAP2	0.000457778486229926	0	0.00205477173967701	0
ADAR	0.0445675581887395	0.0464980758923638	0.114623492263612	0.115346056950394
ADARB1	0.00129488559992648	0.0011393508410385	0.00148218744500177	0.00151194688043829
ADAT1	0.00686889345676593	0.00402698151368076	0.024398605996545	0.0264003587709637
ADAT2	0.00545815474620805	0.00931583940076893	0.0180152627119289	0.0261000692534055
ADAT3	0.00389899503872932	0.00524131074488425	0.0342992571057042	0.0512360619853174
ADCK1	0.000195449012165942	0	0.000232869545546635	0
ADCK2	0.00714520502803917	0.0101176413834451	0.0224577026164266	0.0333034395655693
ADCK5	0.00332645543583575	0.0052070318860328	0.00925676667403992	0.0175522570665869
ADCY10	1.35110527481717e-05	0	0.000198807581485738	0
ADCY2	1.64331461694637e-05	3.60790647361035e-05	7.32670457269243e-05	0.000150488185985143
ADCY3	0.00155911516714038	0.00381492379113156	0.00695545784940338	0.0108331429555672
ADCY4	0.000403911291068695	0.000886789508705876	0.00167958287487068	0
ADCY6	0	0	0	0
ADCY7	0.00404032938297158	0.00463946967208389	0.00983177288425008	0.0172152271521043
ADCY9	0.000170629107640996	0.000191330960168636	0.000966206223915197	0
ADD1	0.0093630963745398	0.0133402984928045	0.0290668152962631	0.0257597299019024
ADD2	0	0	0	0
ADD3	0.00737256114793654	0.00949418682886548	0.0101173506038566	0.00887693036347559
ADGRA2	0	0	0	0
ADGRA3	3.3249105901477e-05	0	0	0
ADGRB1	8.2553090479821e-05	0	0	0
ADGRB2	0.000110702566305179	0.00040508017707925	0.000531240225839144	0
ADGRD1	7.58182493299115e-06	8.32296961745208e-05	0	0
ADGRE1	0.00282017431196697	0.00203950801388664	0.000964392665554312	0.0018388685952895
ADGRE2	0.000717583636798624	0	0.00279571609033257	0.00270670245510809
ADGRE3	3.97750480525273e-05	0	0	0
ADGRE5	0.0796997676102482	0.0836413298517377	0.300123499693093	0.303856571569503
ADGRF3	7.21838752497851e-05	0.00039620025909573	0.00181991914287645	0.00406129535659878
ADGRG1	0.00432684159975299	0.0217356927808059	0.0255853560179295	0.0604071070580871
ADGRG3	6.4810695482828e-05	0	0.000910423953210306	0
ADGRG5	0.000313401379435959	0.00219677313196797	0.0122525333202863	0.0134729255357413
ADGRG6	0	0	0	0
ADGRL1	0.000800771539503705	0.000792392819127957	0.000525778494808776	0.00215986467391288
ADH5	0.0335249474961252	0.0558729671324472	0.108181179880372	0.158030188604151
ADHFE1	0.000862874220276522	0.00125950315280466	0.00247463557408746	0
ADI1	0.129760343872084	0.232845555155119	0.235316431307785	0.238647504989686
ADIPOR1	0.0249506677990748	0.0281477218113061	0.0883746662659612	0.0802425095476947
ADIPOR2	0.00262943940274801	0.00437089253966059	0.0124690371989883	0.0106140601494054
ADIRF	8.68876146235517e-05	0	0.000887117504259694	0
ADK	0.000508802674643264	0.000525630925406061	0.00171816901462189	0.00128715715677881
ADM	0.00609291063049927	0.00982287507682333	0.0107047891122987	0
ADM2	0.00368948004719798	0.00270009139034639	0.00607419854847209	0.00935715824014629
ADM5	0	0.00567077397996365	0.0111756573939659	0
ADNP	0.0115380185640523	0.0107474162638141	0.0506091044440482	0.0602039390689559
ADNP2	0.00818038673427746	0.00862665656277696	0.0332134746037765	0.0419876498107967
ADO	0.0323183446792931	0.0235696029213428	0.0573388983408195	0.0676306759189606
ADORA2B	0	0	0	0.00198009842559509
ADORA3	0.000279667756746095	0.00307006065551612	0	0
ADPGK	0.0248831536326276	0.0249348795375515	0.0626919358271407	0.0635841497260343
ADPRH	0.00548078198852086	0.00540230553443843	0.0168669621774368	0.0152472514424559
ADPRHL1	0.000182332302510085	0	0.000757506610558356	0
ADPRM	0.0107987113647622	0.0169000579668194	0.0193430467833279	0.0363971974156266
ADRA2A	0	0	0.00179063695227751	0
ADRA2B	0.0016905987733226	0.00341466925731528	0.00370156492091295	0
ADRB1	0.000364011377458922	0	0.0461954287097598	0.0649276001844486
ADRB2	0.0233270101673637	0.0163901732639893	0.084855803946791	0.0167140772744742
ADRM1	0.14469488975472	0.232137155259339	0.463685157743948	0.531896246380855
ADSL	0.00421534401387996	0.0080334851995225	0.0190668334267897	0.021382306211459
ADTRP	0.00338343488286372	0.00361258099599709	0.000656693542715037	0.000674413844661315
AEBP1	0.000128115776113448	0	0.000855639903823929	0
AEBP2	0.00106564419053445	0.000925817371155688	0.00315433194957349	0.00303154562676281
AEN	0.0173923455659494	0.0297267359793787	0.0476677720481113	0.0619890173080619
AFAP1	0.000898142403429799	0.00147801679103608	0.00478056275682651	0.00817467041288172
AFAP1L2	0.000270675656782874	0.000141492839313466	0.00493036375504319	0.00793166847429852
AFDN	0.000520065981033792	0.000429697929213681	0.00115609800839045	0.000890470727891219
AFF1	0.00164597224280055	0.00214603716471066	0.00411172989401196	0.00364630510567468
AFF3	2.75399391962284e-05	6.25630144431551e-05	4.92280426308751e-05	0
AFF4	0.00925559523138986	0.0113860790627924	0.0269439196103665	0.0266373448143549
AFG1L	0.000133520378030486	0.000241404266249088	0.000481222274075071	0.00112153809573176
AFG3L2	0.00641981480458577	0.00573546210708254	0.0268569004230575	0.0273464616584247
AFMID	0.00137634162182151	0.00441230618606902	0.0103322655886704	0
AFTPH	0.00673059550506297	0.00923635345469071	0.0212666218037556	0.043265191352307
AGA	0.017016669659652	0.0205637647620777	0.0508241653270797	0.0519032819206892
AGAP1	1.56651602866755e-05	0	4.99395392602419e-05	0
AGAP2	0.0105024972558596	0.0137870444936403	0.033106802146945	0.028557656643024
AGAP3	0.00215270035778164	0.00316100378732538	0.00761248309768299	0.0129249460890821
AGAP4	0.00156440115832896	0.00298152860441008	0.00243702115084518	0
AGAP5	0.00110628096602545	0.00063917001999223	0.00267718648366358	0
AGAP6	0.00205626035297006	0.00321613450097332	0.00888838981224744	0.00428557307543495
AGAP9	0.00141741488933124	0	0.00132679387957586	0.00545038501641638
AGBL2	0.000125914073411314	0	0.00073295190280996	0
AGBL3	0.000114406677610679	0.000193215771867992	0	0.000801575822577768
AGBL5	0.00129926252109796	0.000537086950033054	0.00487771502008037	0.00429371648706394
AGER	0.0105175174414994	0.018456863051411	0.0157945792431278	0.0121655866313139
AGFG1	0.0061952198697734	0.0117973283910497	0.0239249755505517	0.030338900466704
AGFG2	0.00526725487200188	0.00523482270716744	0.0124155979202021	0.0146633997117959
AGGF1	0.0021328356747037	0.00254846982023333	0.00654335679121955	0.00685359106021158
AGK	0.00638768458901658	0.0130522231529115	0.0175709962742483	0.0291586736616206
AGL	0.00313258870716316	0.00336423168261599	0.0102256017698753	0.0151636400361467
AGMAT	0.00370444993256762	0.00768197851388902	0.00918861065879666	0.0126113368599295
AGO1	0.00322320998096232	0.0038155141316187	0.0110148394859273	0.0193100809110327
AGO2	0.0100313774288864	0.0104676455824755	0.039039958325821	0.0416293455917198
AGO3	0.00397323141939243	0.00334811265342104	0.0134578283222445	0.0139018031552179
AGO4	0.00240875223234698	0.0027779690093031	0.0105538997929884	0.0138297065525296
AGPAT1	0.0104394290736243	0.0188471096142795	0.044260512078228	0.0674268929209315
AGPAT2	0.0185631593287644	0.0335107791633648	0.0490915627136323	0.081041493883051
AGPAT3	0.00293951830274158	0.00279893743869118	0.00830932716860129	0.00789568740493486
AGPAT4	0.0018128162772771	0.00174777883125684	0.006832912503	0.00741419346962052
AGPAT5	0.00822604821561267	0.0225401976490025	0.026551134544508	0.0533588861461881
AGPS	0.00141264812149183	0.0018342244486851	0.00399101014773807	0.00971856862458376
AGRN	0.000812206832255569	0.000849145077703254	0.00194567849840199	0.00685090605967939
AGRP	0	0	0	0
AGTPBP1	0.000789303667966654	0.000878580258692338	0.00261592021155511	0.00199107320708669
AGTRAP	0.00789987511284789	0.0116006679085427	0.0174895376926297	0.0124969815660881
AHCTF1	0.00321742241049338	0.00389744651713993	0.0142703843863694	0.0172823600226416
AHCY	0.00588058491483233	0.00627793484200519	0.0176133374600816	0.00969404857200652
AHCYL1	0.0139930170223169	0.0237362335902783	0.0458676169654069	0.0542548487799593
AHCYL2	0.000316037063846083	0.000304454334984587	0.000821409224755274	0.00126536135337301
AHDC1	0.00160501113801292	0.0019789962159746	0.00743704075070533	0.00862379252247839
AHI1	0.00373867940275071	0.01035661829264	0.024201630572937	0.0373784895987246
AHNAK	0.0259908217861564	0.0198367114426047	0.0560826487686322	0.0340954981597469
AHNAK2	0	0	0	0
AHR	0.00157180079244345	0.00199054150440525	0.00507292708502599	0.00576166273504793
AHRR	0.000153007860355361	0	0.000498894674563659	0
AHSA1	0.0603717658935266	0.089527671016659	0.236180749045945	0.317485073178776
AHSP	0.0095509755076747	0	0.00820272728887165	0
AICDA	0.000122819095735875	0.00134825007341517	0.00164704648119333	0
AIDA	0.00913626113008485	0.00576534188281229	0.0263565136386343	0.0220961977956904
AIF1	0.0788944053017271	0.0525009452541619	0.167253228591753	0.163293269854368
AIFM1	0.00268190921544343	0.00674499793623167	0.00893856225792052	0.0105520763701851
AIFM2	0.00134485698717225	0.00288604143705278	0.00822334492015726	0.019495326609843
AIFM3	0	0	0	0
AIG1	0.00031349587662055	5.57355104755789e-05	0.000527262671228543	0
AIM2	0.00272399415050774	0.00238366150574608	0.00663896755241964	0.0075098276339443
AIMP1	0.0216135794322591	0.0270480091495093	0.0507172949107558	0.0723512595917777
AIMP2	0.00981310054303696	0.0121269623069784	0.0252573165005143	0.0545376883808457
AIP	0.107462625635143	0.156489311928974	0.276874404403575	0.396045817343274
AIRN	0.00135307817751619	0	0.00329351504863277	0
AJM1	0.00983963816247304	0.00888994690479984	0.0164330370899926	0
AK1	0.00915624932063141	0.0116410394653529	0.00829011529312656	0.0142065077027749
AK2	0.00469581378790585	0.00871699967055402	0.0161087853292751	0.00870618187471985
AK3	0.0129881250487082	0.023266303181569	0.0481941524811662	0.0564441313227289
AK4	8.35310398864081e-05	0.000366785734692228	0.000245071719412678	0
AK5	1.53745184622519e-05	0	0	0
AK6	0.0196292546140843	0.0291188571135084	0.0797170376295296	0.0738459294063172
AK8	0	0	0	0
AK9	0.000509600159307372	0.000629764059782472	0.00152469991652604	0
AKAP1	0.00575894814617719	0.0075897207627525	0.0269828873805254	0.0323256720665481
AKAP10	0.00316071718126992	0.00502084686524512	0.0111271725042227	0.0142291211261147
AKAP11	0.00781626198877975	0.00989632631938426	0.0218916293922108	0.0227779375968612
AKAP12	5.95878454649084e-05	0	8.80923625768734e-05	0
AKAP13	0.0108767287455181	0.0131568479676752	0.0326282944105804	0.0383530582419676
AKAP17A	0.0679856485796859	0.0976428391403728	0.198819324293719	0.233463507200375
AKAP5	0.019397556562376	0.0394623403922845	0.205637125529078	0.355065711277254
AKAP6	5.61256242975776e-06	0	0	0
AKAP7	0.00075240045043849	0.00105285821055806	0.0021753406676261	0.000872907787497897
AKAP8	0.013574807299803	0.0258604376695544	0.0475083776356734	0.0630214571222683
AKAP8L	0.0141394780224848	0.0205212521268612	0.0580367669107359	0.0710278671928763
AKAP9	0.00940480326102779	0.00955634555406311	0.0273974475144576	0.0285416986121607
AKIP1	0.0196076595193651	0.0246217141336733	0.0549760641217189	0.061360655675278
AKIRIN1	0.0907057627676867	0.0910250681446375	0.215399480367677	0.234519195891056
AKIRIN2	0.0409738689586824	0.0660502727711837	0.135919959329322	0.190557044275609
AKNA	0.0264330163955488	0.0328667575535635	0.109915786987928	0.125832619694593
AKNAD1	9.62215185828864e-06	0	0	0
AKR1A1	0.0316149092327006	0.0419680147328906	0.0762766207087047	0.108803676688843
AKR1B1	0.0236924970574401	0.0326080034247792	0.0924208995842259	0.095489688359846
AKR1C1	6.81209353693465e-05	0	0	0
AKR1C3	0.000512733704034675	0.000428160175307278	0.000142660369820336	0
AKR7A2	0.0456290790363325	0.0697189416393981	0.13222877239569	0.157072224431644
AKT1	0.0208671356245238	0.0305682635938239	0.0760493025865065	0.103358381626181
AKT1S1	0.00869136397268122	0.00834020086974941	0.0269207397304473	0.0332302060137162
AKT2	0.0101438597287972	0.0120778579009019	0.0252376188643141	0.0354651229203387
AKT3	0.00111632412040024	0.00141325692213884	0.00364134477339272	0.00368424335814538
