signature,SEX - coef prop,AAGE - coef prop,TMB - coef prop,SEX - ROC AUC,SEX deconv only - ROC AUC,SEX - diff ROC AUC,AAGE - ROC AUC,AAGE deconv only - ROC AUC,AAGE - diff ROC AUC,TMB - ROC AUC,TMB deconv only - ROC AUC,TMB - diff ROC AUC,SEX - AP,SEX deconv only - AP,SEX - diff AP,AAGE - AP,AAGE deconv only - AP,AAGE - diff AP,TMB - AP,TMB deconv only - AP,TMB - diff AP,SEX - MCC,SEX deconv only - MCC,SEX - diff MCC,AAGE - MCC,AAGE deconv only - MCC,AAGE - diff MCC,TMB - MCC,TMB deconv only - MCC,TMB - diff MCC
DeconRNASeq_CBSX_NSCLC,,,0.6188201996452517,,,,,,,0.3333333333333333,0.3333333333333333,0.0,,,,,,,0.5403069153069153,0.46391802641802643,0.0763888888888889,,,,,,,-0.38095238095238093,0.03289758474798845,-0.41384996570036936
EpiDISH_CBSX_HNSCC,0.0,0.0,0.3208222125471893,0.42857142857142855,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.0,0.3571428571428572,,,0.27412592567391325,0.27412592567391325,0.0,0.27412592567391325,0.27412592567391325,0.0,0.4249028749028749,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.2828894749305018,,
DeconRNASeq_CBSX_HNSCC,0.0,0.0,,0.5624999999999999,0.5357142857142857,0.02678571428571419,0.5357142857142857,0.5357142857142857,0.0,,,,0.44604236343366777,0.3936614110527154,0.05238095238095236,0.3936614110527154,0.3936614110527154,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
EpiDISH_CBSX_melanoma,0.0,,0.16422519972468339,0.5714285714285714,0.5714285714285714,0.0,,0.5714285714285714,,0.6666666666666666,0.7619047619047619,-0.09523809523809523,0.3479755538579068,0.3479755538579068,0.0,,0.3479755538579068,,0.607936507936508,0.6607142857142857,-0.0527777777777777,0.0,0.0,0.0,,0.0,,0.38095238095238093,0.2253744679276044,0.15557791302477653
DeconRNASeq_CBSX_melanoma,,,0.17128857743054735,,,,,,,0.5714285714285714,0.5952380952380952,-0.023809523809523836,,,,,,,0.5563492063492064,0.5787037037037037,-0.02235449735449735,,,,,,,0.14085904245475275,-0.03289758474798845,0.1737566272027412
EpiDISH_CBSX_LM22,0.011889200606076572,0.010725041686709267,0.085569801100745,0.45535714285714285,0.49107142857142855,-0.0357142857142857,0.5178571428571429,0.49107142857142855,0.026785714285714357,0.5476190476190476,0.5,0.04761904761904756,0.30052020808323326,0.31155514837513953,-0.01103494029190627,0.3195784374355803,0.31155514837513953,0.008023289060440753,0.6256965256965257,0.5831649831649832,0.042531542531542454,-0.39295262399668784,-0.30348848933344197,-0.08946413466324588,-0.20412414523193148,-0.30348848933344197,0.09936434410151049,0.21957751641341997,0.21957751641341997,0.0
DeconRNASeq_CBSX_LM22,0.008294536885731887,0.04410262869025695,0.03666962353320186,0.6607142857142857,0.6607142857142857,0.0,0.6428571428571428,0.6607142857142857,-0.017857142857142905,0.5714285714285714,0.6428571428571429,-0.07142857142857151,0.48957492087744187,0.48957492087744187,0.0,0.48797493356316884,0.48957492087744187,-0.0015999873142730214,0.7267547267547267,0.7554945054945055,-0.028739778739778732,0.05050762722761054,0.05050762722761054,0.0,0.11213565339313257,0.05050762722761054,0.06162802616552203,-0.2253744679276044,-0.05143444998736397,-0.17394001794024044
CIBERSORTx_CBSX_NSCLC,0.1093612532326672,0.011768934131112409,0.2553227583418065,0.48214285714285715,0.5357142857142858,-0.05357142857142866,0.5357142857142856,0.5357142857142858,-2.220446049250313e-16,0.6428571428571429,0.7142857142857143,-0.0714285714285714,0.4182984198464074,0.40782150180646415,0.010476918039943273,0.47699443413729126,0.40782150180646415,0.06917293233082711,0.7554945054945055,0.7569444444444444,-0.0014499389499389448,-0.026785714285714284,0.03742405942825599,-0.06420977371397027,0.05050762722761054,0.03742405942825599,0.013083567799354552,0.09759000729485333,0.4147575310031266,-0.3171675237082733
CIBERSORTx_CBSX_HNSCC,0.0,0.0,0.32133305965354936,0.5714285714285714,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,0.0,0.40476190476190477,,,0.37130325814536336,0.37130325814536336,0.0,0.37130325814536336,0.37130325814536336,0.0,0.49081196581196584,,,0.0,0.0,0.0,0.0,0.0,0.0,0.05143444998736397,,
CIBERSORTx_CBSX_melanoma,,,0.21477830574474693,,,,,,,0.6666666666666667,0.7380952380952381,-0.0714285714285714,,,,,,,0.6180555555555556,0.675,-0.056944444444444464,,,,,,,0.21957751641341997,0.2253744679276044,-0.00579695151418444
CIBERSORTx_CBSX_LM22,0.020569015402291804,0.005041683548004946,0.1197309716427348,0.5892857142857143,0.5267857142857143,0.0625,0.5267857142857143,0.5267857142857143,0.0,0.6190476190476191,0.7142857142857142,-0.09523809523809512,0.44886681945505474,0.32493676957962675,0.123930049875428,0.32493676957962675,0.32493676957962675,0.0,0.5814814814814815,0.6208333333333332,-0.03935185185185175,-0.11952286093343938,-0.17776428228421592,0.05824142135077655,-0.11952286093343938,-0.17776428228421592,0.05824142135077655,0.09759000729485333,0.0,0.09759000729485333
