Samples	CBSX__TIL10__B.cells	CBSX__TIL10__Macrophages.M1	CBSX__TIL10__Macrophages.M2	CBSX__TIL10__Monocytes	CBSX__TIL10__Neutrophils	CBSX__TIL10__NK.cells	CBSX__TIL10__T.cells.CD4	CBSX__TIL10__T.cells.CD8	CBSX__TIL10__Tregs	CBSX__TIL10__Dendritic.cells
SimData1028	0.07374909273388582	0.20286195392034675	0.0968973180243718	0.17573616773178785	0.0677724698610488	0.21951629250992993	0.05670125465413892	0.00151197247580583	0.06258790961380215	0.04266556847488206
SimData1029	0.07536603238614047	0.22101949475743043	0.04921238178411721	0.17979578564230148	0.07535749514721703	0.23373407784347489	0	0.02010721953678119	0.0729608419325912	0.07244667096994598
SimData103	0.15561871802606347	0.06047871102658288	0.1347003979452118	0.07508899010175021	0.2028672033563908	0.07968499216200813	0.10511562522162173	0.13489457707665584	0.05155078508371507	0
SimData1030	0.07370986440751291	0.2008853345775249	0.04444914186440844	0.16666867105343716	0.08016623821761253	0.2394370821167595	0.01501693236749128	0.01300292572458956	0.06828460724881749	0.09837920242184628
SimData1031	0.07020667186329926	0.19948241577275383	0.04234587585612886	0.19370984735898417	0.07099749196570888	0.2380965707017925	0.02337043521240328	0.00408410540782111	0.06912798573135369	0.08857860012975437
SimData1032	0.07377951307801152	0.20996746967215116	0.03798062342478022	0.2009197236395509	0.0751878754369649	0.2332240936490937	0.01676712451830783	0.01310011807445928	0.07302135996178666	0.06605209854489391
SimData1033	0.06946859729713603	0.20067552845712297	0.04458569348469936	0.20082047267398745	0.07704566632582828	0.23790048811605435	0.01597665398639384	0.01644701400807851	0.07792117960718345	0.05915870604351581
SimData1034	0.07954439688898751	0.20049493972540428	0.07306935127015057	0.19925088695281343	0.08465631069770473	0.2135856371589711	0	0.01887674422861809	0.06617288594332929	0.06434884713402099
SimData1035	0.07936499018501408	0.15405630683459787	0.14573095431898658	0.2454437727546812	0.05410344059468126	0.23079954690006724	0	0.00645063475996938	0.08405035365200224	0
SimData1036	0.05192736678378342	0.17941674446509312	0	0.27564338824623696	0.07458401126591098	0.22563995439929804	0	0.0537648211100669	0.08809975282320381	0.05092396090640675
SimData1037	2.4929069839826e-4	0	3.382681851108e-5	0.9034850634665916	0	0.09566500134198622	0	0	5.6681767451271e-4	0
SimData1038	0.06038653543357569	0.1331808897903472	0.02140153512666281	0.15715725185222473	0.16402484848978266	0.1291037275493522	0.08145300156690354	0.03728690827624823	0.158396338932411	0.05760896298249198
SimData1039	0.05680438639280113	0.12297719111843212	0.02898389264134073	0.1398288348535226	0.17217153676313565	0.12566065533109194	0.04646299821007352	0.04677456818089103	0.16005125153410835	0.10028468497460284
SimData104	0.12406835413407448	0.06509093478537752	0.12195907456393	0.03732090298343315	0.18905365172280417	0.06895628503966253	0.21038992191716976	0.14178227281755576	0.00783422880688983	0.03354437322910279
SimData1040	0.07985684003170192	0.15462895447101457	0.03071426062602585	0.09299465507319753	0.18653276114511513	0.12543677731247646	0.03002542394716671	0.03172317374438081	0.15970239959720386	0.10838475405171712
SimData1041	0.07096840666256223	0.12529536048876597	0.01325801106460052	0.19477065289603548	0.16552757881128327	0.11837498685167427	0.02865781975617599	0.00708611228832916	0.1606472067855034	0.11541386439506961
SimData1042	0.07231043448102484	0.12372482768957686	0.03294694834364777	0.10435725429000642	0.18120790632549105	0.11750367637548602	0.08591516886857081	0.03518227699840375	0.15556915535048493	0.09128235127730758
SimData1043	0.07639773762102048	0.11769009377155085	0.05229214315153166	0.16708894471389166	0.18768174753214195	0.1316162382956894	0	0.03349761224014928	0.1908018211783263	0.0429336614956983
SimData1044	0.06801302787309638	0.12391558389128857	0.02818114988081965	0.15740682239962203	0.18864611702086392	0.1324179290961518	0.06143177838717103	0.04122616193994035	0.15185812498803933	0.04690330452300683
SimData1045	0.06356221115237401	0.13981046489182675	0.00799738794979295	0.1438040229596187	0.16582509195199763	0.11471633243259764	0	0.0163101180374718	0.235019424439804	0.11295494618451668
SimData1046	0.07007151993599792	0.12402573539833552	0.00606217537520524	0.13309507101988283	0.1600157505605648	0.11544648696836551	0.10202650919676544	0.04386718190837418	0.13487781031935442	0.11051175931715404
SimData1047	0.0529753733066908	0.12183922945597842	0.04319646603038056	0.13458626819078204	0.17482845605997388	0.11067807538216592	0.06328632408304881	0.03786722598134343	0.174347018349797	0.08639556315983911
SimData1048	0.07078324445534895	0.12409615978301353	0.03727450059132013	0.13480124583417552	0.17284412117113834	0.121432999461333	0.0162719493678438	0.04436143579836745	0.18759807392668068	0.09053626961077874
SimData1049	0.06479180934889396	0.12602302433450346	0.0333553435411476	0.1369121077489424	0.16789209613842548	0.1300268107468996	0.04479521270238939	0.04097094722736535	0.1803218965514949	0.07491075165993788
SimData105	0.14002479795005351	0.03796188258225909	0.16019439059760177	0.09546760926588488	0.1742001738513445	0.0794262389641458	0.19094426105485424	0.10882721027973144	0.00781353115172364	0.00513990430240106
SimData1050	0.05995916240655592	0.13137717669511792	0.039049552065048	0.1423212044872454	0.1741331204314676	0.11805621542448026	0.02907247719245168	0.04351405718260172	0.18449422129369705	0.07802281282133433
SimData1051	0.06887920736890439	0.1539203723241248	0.01040695504305848	0.2131046709250317	0.1310237676234804	0.11241774775195418	0.02372986222804902	0.03080806626438287	0.15300562786116867	0.10270372260984537
SimData1052	0.01944954361059285	0.11860357147521688	0.0408403592209683	0.2093582467809192	0.15367822564890607	0.1398056726908898	0.0919888175793683	0.03631591298859284	0.0961246119818156	0.09383503802273012
SimData1053	0.0441334296645547	0.1729651656802006	0.00584962117652607	0.2052875211935561	0.12566320508534717	0.10402695300613904	0.10520093000823312	0.02642269897185812	0.12537943328347068	0.08507104193011446
SimData1054	0.00783876820592084	0	0	0.958764999395295	0	0.00854089699821736	0.00728711514115434	0.00655887192445836	0.01100934833495422	0
SimData1055	0.1502488866283332	0.1100999314340146	0.05201269943281293	0.09642588074832437	0.03267603859187224	0.14937185497171993	0.1308673123782508	0.03863558253826952	0.059056481680593693	0.18060533159580872
SimData1056	0.13946751690322864	0.12010304563078213	0.05583370466838294	0.08529332787901882	0.04485171678792513	0.13875070677314202	0.19668311654542972	0.03034942346527523	0.02311798950801295	0.16554945183880257
SimData1057	0.12082937099856042	0.10233390088688038	0.0473354474827586	0.0852746114686104	0.03488564129014618	0.14191858452090425	0.24712057966323075	0.04017417598341922	0.00789148487098073	0.1722362028345092
SimData1058	0.14528901385427093	0.1369795177766543	0.05810517546344892	0.10668380606211596	0.04404563732300847	0.15002772324508984	0.1823539371215941	0.05178593493272737	0.02514367735969379	0.09958557686139656
SimData1059	0.1310556884034939	0.12997167155858044	0.04967037939064248	0.08862801955124824	0.05483298931404174	0.1256484379965258	0.1834161675972364	0.03614131070156423	0.04371320900650225	0.15692212648016474
SimData106	0.12412460481300255	0.05728928219098738	0.1472658161631917	0.06033765602011814	0.17243770008105788	0.07447662449340087	0.24739940954690856	0.1057596954928212	0.00510943129776108	0.00579977990075057
SimData1060	0.1216601783526281	0.1284649730020687	0.03624590953111145	0.10245213646325065	0.03468528027582152	0.13805921888543038	0.15812289098395377	0.05105374413763739	0.0383436963726475	0.1909119719954505
SimData1061	0.14794674888583031	0.13506888236777856	0.0300834145872873	0.14321225526528208	0.02640467625535809	0.12249474968455452	0.18206324955517544	0.04815374986732006	0.02360941930384958	0.14096285422756394
SimData1062	0.12587167567810492	0.11462681301579274	0.05974158986978532	0.1151319785626196	0.04429062924924208	0.15310323523141214	0.17783474969499544	0.03564061908081124	0.03361687929475865	0.14014183032247782
SimData1063	0.11448798321005864	0.12382981411546796	0.04806606670103548	0.1210445436200162	0.03164638241018584	0.14016967434500777	0.16116520731480935	0.06544426178316683	0.04045231450747335	0.15369375199277852
SimData1064	0.13680058572687678	0.10670737434796294	0.05465787737956287	0.10336550335198352	0.03324673118623573	0.1518253646493865	0.1298044108853605	0.04293631754862137	0.07269390566508988	0.1679619292589198
SimData1065	0.1205073777765743	0.12003880745870016	0.0473554815246144	0.12122325181494904	0.03158721362708264	0.1385742891204252	0.17340453845066173	0.04851909795157737	0.04678061207319201	0.15200933020222324
SimData1066	0.12589971663587723	0.11738007322859129	0.04447679075361934	0.1117324460251776	0.03396082954068695	0.14322968744533093	0.17179762267118365	0.04010780260870932	0.03884377362384822	0.1725712574669754
SimData1067	0.14121545529024898	0.11530913209257912	0.04119770585449865	0.10844214018890304	0.03555988274270373	0.1406545226791106	0.15268204743653913	0.03762422554396433	0.05963953115651612	0.16767535701493638
SimData1068	0.1435844113889345	0.1484784633795804	0.04637918728035402	0.14546569478650564	0.02711380425911896	0.13564982831428776	0.07296621527497386	0.04100079588975526	0.07722504634042947	0.16213655308606037
SimData1069	0.12970798154360016	0.09267405378136331	0.0501841105885616	0.1420684571457537	0.04655976339527988	0.11779776822941798	0.163232902327857	0.03102331032700454	0.05221883895195799	0.17453281370920376
SimData107	0.13521060724414458	0.0623759454555524	0.10814438363721032	0.08849055478672653	0.185976308094478	0.05553451377819884	0.2559985327743932	0.10496503347323134	0	0.00330412075606481
SimData1070	0.0998165381939848	0.13569563166364418	0.01056857845823586	0.22184764033012092	0.03301230204250947	0.1489093430147671	0.12596035104967365	0.05907698872119668	0.02421299858111381	0.14089962794475347
SimData1071	0	0	0	0.7042984475648333	0	0.03489843015001411	0	0	0.2608031222851526	0
SimData1072	0	0.12113098348523992	0.11648032363615392	0.14621053129936457	0.16717190866054774	0.11197024251454842	0.02050660596145904	0.1633118136696785	0.00624002660419372	0.14697756416881416
SimData1073	5.7306513211832e-4	0.14142084427415025	0.12292192948595392	0.09271889828463542	0.1701497870825818	0.10986246977731295	0.06384193455658764	0.13592991851502306	2.2122508507389e-4	0.1623599278065626
SimData1074	0.00136590112794703	0.1595664319945466	0.08638781457387083	0.13534760842980065	0.16916716784966926	0.09293176511074182	0	0.19329786870532972	0.03494272405124502	0.12699271815684912
SimData1075	0	0.13327394831274245	0.064350897059849893	0.1712571382242304	0.16498012577249754	0.08218549683696261	0.0347819417810052	0.21225162664592503	0	0.13691882536678682
SimData1076	6.5081001482817e-4	0.15843332558449225	0.07353751968560693	0.16526612954958492	0.16053297074464307	0.10360268971183562	0.02559778134335431	0.17640423327737123	0.01347495779432888	0.12249958229395463
SimData1077	0	0.18423596280958152	0.02224606516577261	0.15751947476050557	0.16805498307636557	0.10974632870956492	0.01215286356266392	0.20470259544721808	0	0.14134172646832785
SimData1078	0.00269350861685676	0.11830067686733424	0.11776544033331478	0.1789034290073428	0.16220429585966795	0.12005881563562291	0	0.15580203280509966	0.01738199776920878	0.12688980310555192
SimData1079	0	0.14210239393781143	0.10504401162356576	0.16824633320575488	0.15161070612921929	0.11750455814491048	0.04954733305456921	0.1301497530823078	0.02351309235689913	0.11228181846496205
SimData108	0.15417239091613005	0.04795997285101248	0.11220443367112906	0.06782393264524672	0.17251101665474938	0.07734521420776302	0.09308015268402174	0.11319906417701846	0.07240088331750694	0.0893029388754222
SimData1080	0.00623676899084015	0.14804388140460903	0.10874423491213751	0.14651515471652946	0.150724903075041	0.10527481485704386	0.00737424884083128	0.18449791958773487	0.02332831073047049	0.11925976288476238
SimData1081	1.0462951598894e-4	0.15379269344071764	0.09569055560543505	0.16785231192859704	0.16425513075672077	0.09774533129160308	0.00687771638335824	0.16922614940614017	0.01737095638133296	0.12708452529010603
SimData1082	0	0.14459054891757625	0.09226028733006351	0.15383043898866192	0.17246193639623916	0.0893415017968254	0.00593256481919649	0.19286356243017316	0.0159035840949919	0.1328155752262722
SimData1083	0	0.15990643615971314	0.08605369981816892	0.14706764243178272	0.162342024014722	0.10366637166062852	0	0.18204647676447683	0.02345129098045327	0.13546605817005472
SimData1084	0	0.15723457335628438	0.08350065560441172	0.14771543369428042	0.16921325975151422	0.097597379848392	0	0.18281274781553827	0.02001425607399763	0.1419116938555814
SimData1085	0	0.12138969280334698	0.08796069552682809	0.2227750162779555	0.14532374699488054	0.09460085702220512	0	0.2196933867606196	0.02978302607281874	0.07847357854134557
SimData1086	0.01198326527904508	0.20477598384441337	0.05417885608149958	0.10872124673523018	0.1714036672160649	0.07733265620237828	0.071451959452814	0.18690896900658535	0.00422263215165664	0.10902076403031256
SimData1087	0.00356447418944348	0.05545021981198119	0.11778825571349996	0.26964634014782135	0.1456548753672972	0.06241771773111884	0	0.23590956808974145	0	0.10956854894909672
SimData1088	0.03739488629805485	0.06727702923201667	0	0.5910872583261144	0.04072856295136582	0.08112931027101937	0	0.08505441772466762	0.0973285351967613	0
SimData1089	0.04941827120226723	0.05466165259485081	0.0888542104297423	0.07944007842602593	0.11765007908788944	0.0770851479587815	0.2725893996574288	0.10632132707653762	0.04743239669690281	0.10654743686957358
SimData109	0.11149793501298322	0.05366016438299789	0.124783811186394	0.08426913350688496	0.17006176443260615	0.0960829087632991	0.20810103285988424	0.10658231161855164	0.0139999868191743	0.03096095141722452
SimData1090	0.04812262318150954	0.07245459231466639	0.11905845712726763	0.06445644853750492	0.1230734403394102	0.11534306738591726	0.17934166036885574	0.09568740447481693	0.0539351025784228	0.12852720369162848
SimData1091	0.05040793438339227	0.07058848878881345	0.10848210165956088	0.08412920049730907	0.1128323584492148	0.09613883187005752	0.19451696587160497	0.10849861655837456	0.06562698374975855	0.10877851817191415
SimData1092	0.05125830191513284	0.07241498860113926	0.08616348367426055	0.12173889235098512	0.12695564810103807	0.10803858201336508	0.13571138327488635	0.1218844849563422	0.07684451568298468	0.09898971942986572
SimData1093	0.03509724591112164	0.06053200286368293	0.09967524915858292	0.07651070930726482	0.09083028974802693	0.08815012776887245	0.1967172612802525	0.1499347861150146	0.06578761099971284	0.1367647168474685
SimData1094	0.04663043236814517	0.07436625533838592	0.10635095730039792	0.08263317250912657	0.12762356933367888	0.10809298230982488	0.2006757173928009	0.11461928572283804	0.05064774503667994	0.08835988268812187
SimData1095	0.03669697058199997	0.03920374631635419	0.11768669547861071	0.10262725536002956	0.1018991185920706	0.0984873866902872	0.24831470092540836	0.10068280766454356	0.03403237388981304	0.12036894450088262
SimData1096	0.06667149285879578	0.0810646938672587	0.09188104703770011	0.07828180508375845	0.123346727699416	0.10394518337823652	0.14673026497483554	0.11832060404251075	0.06481909539860774	0.12493908565888036
SimData1097	0.03958071721790365	0.05902964354183157	0.12650606819475488	0.07969131581531343	0.10745866526404296	0.11388618410690989	0.19827057511900092	0.11511956978958872	0.04384704694363005	0.11661021400702395
SimData1098	0.05139433334488849	0.06700644768945357	0.11342776294841124	0.0937562361796917	0.1164820226481706	0.09925121381190048	0.21466499735207353	0.1004021537618006	0.04568837308577121	0.09792645917783852
SimData1099	0.04846104560747506	0.06748929717081195	0.11040456094809203	0.07590922321444085	0.119239005248193	0.10445992193753575	0.17631420333554623	0.12136388540740636	0.06306020142431777	0.11329865570618096
SimData11	0.01967150104386163	0.05586417036654437	0.2491618768069558	0.26028599267785496	0.00684675701757731	0.09517775488745542	8.958798773958e-4	0.11160642056411477	0.17521809252785708	0.0252715542303828
SimData110	0.12484354649503092	0.06291618615358827	0.11825925934233034	0.10510923814291596	0.19810134315383765	0.06652689353585486	0.17665368622548752	0.11213011627997588	0.02699716662619409	0.00846256404478427
SimData1100	0.04723468016317611	0.07106957647378362	0.10758380978559856	0.07558742864039529	0.1132469126094406	0.09396129595586664	0.21184384201777667	0.10986543405676348	0.0480360261774383	0.12157099411976066
SimData1101	0.05183969919546513	0.06900887851270991	0.10850246454829052	0.08392499848647277	0.11119838824839184	0.11134014595515512	0.17513499189342976	0.1106200137098995	0.06371925082796495	0.1147111686222205
SimData1102	0.04224425751325762	0.06484042118760908	0.06836319395525207	0.10065471673213122	0.11101658765817372	0.1391031669158412	0.13641387424492393	0.14947875190877633	0.0993120062202708	0.088573023663764
SimData1103	0.04596632168703364	0.06616958795349878	0.08910550232292247	0.10862892282512816	0.09445424887752256	0.09198792901806882	0.09372140269933958	0.11124632619767044	0.12101453017450584	0.17770522824430982
SimData1104	0.02921697498691058	0.05330032950990037	0.08544409333590898	0.11208228137776476	0.1028401741882562	0.12327513342345817	0	0.1741998372533355	0.1563281548136311	0.16331302111083434
SimData1105	0.00641415117918819	0	0	0.3954326914684471	0	0.2799147145389975	0	0.00342454492281577	0.05476524861418383	0.2600486492763676
SimData1106	0.07227859671774017	0.1425492665918556	0.16103098441391747	0.2081512829998103	0.11169081493099343	0.04565104789402817	0.07867932071714401	0.07615320368941073	0.03245574018339437	0.07135974186170572
SimData1107	0.0702336063928962	0.14122993160530228	0.15891236911402223	0.1690271228064642	0.10956859656537928	0.0388850672799685	0.07330841278462147	0.13159649831258743	0.02062541067870993	0.08661298446004856
SimData1108	0.07404233420025474	0.14866646213161933	0.16621936292038303	0.20684764989161947	0.1300663571885931	0.04870116187171374	0.04271792607822116	0.08642425090200961	0.05172219625365097	0.04459229856193481
SimData1109	0.06544151747756415	0.11066950690527426	0.17003997552323552	0.1786772315746875	0.1245221387431283	0.04252493585618108	0.04254703978298312	0.10247784479726746	0.03459108249122329	0.12850872684845546
SimData111	0.1315128918828436	0.04942655125890822	0.12433615815112974	0.08442435182481407	0.198471802575777	0.06244864210032716	0.1794066656360968	0.13320570932012266	0.02324903275544105	0.01351819449453972
SimData1110	0.08060834886540907	0.11634336390909585	0.19103708491471336	0.21349792097747664	0.11406627034296785	0.05446789160538794	0.00960237788995969	0.08589894534978525	0.05355477632934383	0.08092301981586057
SimData1111	0.08004233318949036	0.1074853979979616	0.1332859227251178	0.1642805633345623	0.1219673880256046	0.07619828649320458	0.0017849003101789	0.12385636310422278	0.02999827261567945	0.16110057220397747
SimData1112	0.0730099068792161	0.13922635701310565	0.17194860594977063	0.1987853374380894	0.11425695305954069	0.04142637072695807	0.02888032855977035	0.10705175935818806	0.00899455144109218	0.116419829574269
SimData1113	0.08437127434891782	0.12504014528222246	0.15363006273682753	0.23546612039855985	0.11847929210071968	0.05402514764805735	0.03680265232781786	0.08038408446092035	0.0450217425497505	0.06677947814620674
SimData1114	0.07406524889011033	0.13792077899833147	0.12714354823842722	0.19724981572150033	0.1302378455573464	0.0510158292779348	0.03416357038676189	0.10515336292311456	0.05741832630670356	0.0856316736997695
SimData1115	0.07427446221558093	0.12327749187254324	0.17281977044156444	0.2143346778513344	0.12409937673807477	0.05762202840961522	0	0.09900344481802512	0.06246926456881811	0.07209948308444396
SimData1116	0.07023720744078708	0.11674784201784702	0.15801106724062625	0.210417941808147	0.1287611924536795	0.05137306021119091	0.04703013734786146	0.09560188819216794	0.04503969333080856	0.07677996995688412
SimData1117	0.0728052843007667	0.12395337889593593	0.15355465994114526	0.22371660054243825	0.12296205293755408	0.05393584570279991	0.05929290384973819	0.08500914309733221	0.03318039657391773	0.07158973415837154
SimData1118	0.06902797837074119	0.11933114646085008	0.16054471988272795	0.21389854794411692	0.12323935691863622	0.05066890645797154	0.04635081134939544	0.09222823238993616	0.04122152384387957	0.0834887763817451
SimData1119	0.06121655484817928	0.16100403605952282	0.12193636242480956	0.22954579255542024	0.09533168594737595	0.03937284074171016	0.12200318273846318	0.0718460906414976	0.01262350337063898	0.08511995067238215
SimData112	0.131774834368011	0.05446770131919433	0.11919927259528966	0.07652324634889034	0.18564217498702135	0.0733294145380324	0.18269980005830788	0.11443699628828329	0.02304772378410589	0.03887883571286369
SimData1120	0.07399581450998559	0.14565971891761276	0.12990689559445046	0.13495325092854474	0.14285447927110037	0.1005417490335502	0	0.06016725578378341	0.07015166944716558	0.1417691665138068
SimData1121	0.04778004467604672	0.11046352999232452	0.07302889551080151	0.3473869700382122	0.09292299743080926	0.09308060012417312	0	0.1524736962172823	0.08286326601035039	0
SimData1122	6.47329688218e-4	0	7.0784714881797e-4	0.5503308064727904	0	0.21110380945734847	0.17218152340680862	0.06502868382601652	0	0
SimData1123	0.097362553836826	0.06186582853438232	0.01685050476827577	0.1813314736529152	0.1973202060564929	0.09926235588184926	0.00779383080987089	0.1082529772689342	0.18153721683126323	0.04842305235919016
SimData1124	0.09857203889673434	0.04365242911386434	0.0386892947521592	0.20400034911002263	0.18912450358767444	0.10385747971852564	0.0162772977923489	0.08860804607443727	0.16455787169767766	0.05266068925655558
SimData1125	0.09986394056443312	0.05950694449883012	0.0119487201572456	0.20556521141472975	0.16701758126372057	0.08837731617393711	0.04861999304298931	0.1144271218702358	0.12839180217232268	0.07628136884155597
SimData1126	0.08499800643617468	0.07595737490091248	0.02706173922028868	0.19056843337094417	0.20109157494119084	0.10380849003601106	0	0.092369410826596	0.17608812929326412	0.04805684097461793
SimData1127	0.10299401412943006	0.06878596714983126	0.02752589061289679	0.16643542943317394	0.2038537642646981	0.08531064039091528	0.07594045724350929	0.06121779917058037	0.1659618235391907	0.04197421406577418
SimData1128	0.0828692754189266	0.06196163688615677	0.01935882530216938	0.13350781662450917	0.18701276712355835	0.124265392413603	0.11049384658779748	0.05813372683861124	0.11801971763698034	0.10437699516768796
SimData1129	0.10725509177417504	0.0517734621491439	0.06299120416017759	0.16518075403951415	0.17571889419351877	0.09707187686011774	0	0.13678784697254362	0.1353598874282994	0.06786098242250989
SimData113	0.12446497489679532	0.05734915299330984	0.108940700987823	0.09118461127070192	0.19500272046596276	0.08658958971729454	0.19965725071381607	0.10949864046947091	0.01123740063480103	0.01607495785002447
SimData1130	0.10925643970412728	0.05357734317280581	0.020658055929194	0.24398765558171873	0.19271041498908023	0.08817528184318599	0.03061537939321662	0.079202116890658	0.14602001862357156	0.03579729387244177
