gene	p.value	cor
TRAV19	0	0.41225680085969263
PSMB9	0	0.4118179585205428
GBP1	0	0.41170615119557596
ABI3	0	0.41039139879837855
LCP2	0	0.40900678725874534
PSMB8-AS1	0	0.40833926723852043
HLA-DMA	0	0.4079195604859422
TLR10	0	0.4072321584980297
TRAV24	0	0.40692170411163353
HLA-E	0	0.4064767277807159
NFKBIE	0	0.4063334886228407
GBP5	0	0.4057745500595154
GPR31	0	0.4047583612606741
DOK2	0	0.4045754985022313
TRAV3	0	0.4038580020283033
ITGB2	0	0.40368130840262834
TRAV21	0	0.40334743027303166
HLA-DQA2	0	0.4010612190581081
ARHGAP25	0	0.40031926603600854
TAP1	0	0.40028046345113855
CD4	0	0.40010718973971465
TBX21	0	0.39978843792031954
HLA-F	0	0.3997095287252316
ARHGAP30	0	0.39826374268366566
NLRC5	0	0.39574569075794996
NFKB2	0	0.39559297999558246
TRAV14DV4	0	0.3955032518137958
SLA2	0	0.3950245755124773
IGSF6	0	0.3948263304091766
TRAC	0	0.3944860350210829
TRAV17	0	0.3934355095887495
BTN2A2	0	0.39318150198648855
BTN3A3	0	0.3921570560359378
TRAV13-1	0	0.39209414366368467
TAP2	0	0.39151407628176754
C1QC	0	0.3910843275398511
LILRB1	0	0.39022350444518755
ZNF267	0	0.3890271991336651
CD72	0	0.3880070477345116
PLA2G2D	0	0.3873316614597891
GPR84	0	0.3871723989942273
RASSF5	0	0.38715165852805355
HLA-DOB	0	0.38695535495810596
JAK3	0	0.38660508491168766
FCGR3A	0	0.38322318510859144
TAPBP	0	0.38261331231306445
HLA-DRB6	0	0.3816589651964841
NECAP2	0	0.3816411761761705
HCLS1	0	0.3815576809049455
TOMM20P2	0	0.38130381380548994
CSF2RB	0	0.38094106457290433
CLEC4A	0	0.38037443776187874
CYTIP	0	0.3798879887026673
USP30-AS1	0	0.37958637772779685
IL21	0	0.3791684552638334
TRAV8-3	0	0.37620545209741296
IL2RA	0	0.3749480039150102
C1QB	0	0.3745084846417661
TRAV20	0	0.3738828272331255
RASAL3	0	0.37237820542254046
PTPRC	0	0.37152146405767345
CCR8	0	0.3709033924678107
CLEC2D	0	0.3707593048461086
CCL4	0	0.37019216043030345
CTLA4	0	0.36960434429903827
TRAV25	0	0.3692463950151228
LPXN	0	0.36867968346648716
PCED1B-AS1	0	0.36581382864680434
LINC01934	0	0.36576746234108026
HCP5	0	0.3653648914809059
APOL6	0	0.3644265898415417
IL2RG	0	0.36409633105821565
TRAV29DV5	0	0.3632921667125941
CTSS	0	0.3632819096748266
GIMAP2	0	0.36311487465102543
PDCD1LG2	0	0.3627571710834278
IL15RA	0	0.3618734276960333
PPP1R18	0	0.36097676956119457
PLEK	0	0.3604043570696846
HLA-C	0	0.3603470436070057
HLA-DRB5	0	0.35988631001739346
GIMAP5	0	0.3594967218717075
GBP2	0	0.3594425960948176
TRAV4	0	0.3594124130069756
CD2	0	0.3581511441376204
ITK	0	0.3576059449721636
CYBB	0	0.35735331293398703
GIMAP7	0	0.356913812680431
LINC02084	0	0.3566912594081939
LINC02416	0	0.3565570410553649
IL16	0	0.3555908203820997
BIRC3	0	0.3555515962042026
LY9	0	0.3540042022794931
APOBEC3C	7.2e-322	0.35247680592396263
C1QA	7.7e-322	0.3524630837244764
SH2D2A	4.723e-321	0.3520555476222005
SAMD9L	6.49706e-319	0.35094915711483005
LINC00944	1.48761e-317	0.35024331946461956
CCR1	6.703708e-317	0.34990328020032546
FCRL6	1.39047197e-316	0.3497383435727688
MAP4K1	2.586961377e-315	0.3490764327239844
RAC2	2.639256526e-315	0.34907189587058995
TNFAIP3	1.792970377e-314	0.34863721370336853
HLA-A	9.98394043349e-312	0.3471979276528365
TNFAIP8	2.5603831032433e-311	0.3469828811404914
XCR1	3.4720000441765e-311	0.34691329711155
SAMSN1	2.68738544806523e-310	0.34644530300628323
SIGLEC10	1.210105979967e-309	0.34610067593120036
FERMT3	1.34880861057386e-309	0.34607580615955813
TRAV6	3.924261873426017e-309	0.3458309248178869
TLR1	8.87536598127845e-309	0.345643645062509
HNRNPA1P21	1.1830752254585715e-308	0.3455776563179326
GVINP1	3.974158642819573e-306	0.34423872263727523
IGFLR1	5.83832524071277e-306	0.3441499548714837
TNFAIP8L2	2.424696458348557e-304	0.34328843702330486
HLA-DMB	3.0612138405581764e-303	0.34270063988910077
FYB1	9.765319060762989e-303	0.34243130931525906
PSTPIP1	1.0127685294648718e-301	0.3418874281413351
SLC15A3	1.1097352674225945e-301	0.34186614527708875
OTULIN	9.726958632989694e-301	0.34136036482706056
TRAV1-2	2.9130214875428166e-300	0.34110443856158496
ADAP2	3.7148205056844094e-300	0.34104767566597516
TRAV26-1	1.9750092549962968e-299	0.34065728453193295
MS4A6A	2.8699721937665186e-299	0.34056988494527596
TAGAP	9.078985702373326e-299	0.3403003819782707
PARP14	7.959283980406515e-298	0.3397916168562882
ETV7	1.2999315012957256e-297	0.33967652163109224
ITGAL	2.4054469151434845e-297	0.339532060582293
ZC3H12D	5.6975029157067256e-297	0.33932952088853285
TRAV38-1	4.6016554181249303e-296	0.3388382201366544
TRIM22	4.8782390458920436e-296	0.3388244797844827
SPI1	1.1682200102450315e-294	0.3380757956166042
PSMB10	1.5128268995497963e-294	0.3380147649331167
COTL1	6.831604819479196e-291	0.33602032535686044
HLA-H	2.6451245579740746e-290	0.33569809901676917
KLRD1	1.4541723623118085e-289	0.3352918785661331
GPSM3	6.4548474956947e-289	0.3349361377665612
EPSTI1	9.840136390069048e-288	0.3342846711453707
KBTBD8	1.0918053917648292e-287	0.33425978168784015
PSMB8	1.124671605795739e-286	0.3337007367692075
FAS	4.965719658844024e-286	0.33334415178631704
PPIAP45	1.0513305879948517e-284	0.33260966500141614
CD5	3.876531193991145e-284	0.33229508553458154
MAP3K14	6.281536004130029e-283	0.3316223748201531
SIGLEC7	1.7941193310713266e-281	0.3308105045541272
TRAV8-2	2.120234710807501e-281	0.33076998930047347
EML4-AS1	6.851228509646414e-281	0.3304852833173581
CD226	4.491257517934337e-279	0.32946745496648705
TRAV35	5.905675594301276e-279	0.32940069890806517
HLA-DRB9	8.924318260268847e-279	0.3292999979782909
CYTH4	1.655630907275318e-278	0.3291491950619055
UBD	4.8243614086114077e-278	0.32888801089328756
TYROBP	8.524363494961696e-278	0.3287488880058757
HCK	5.935114966572197e-277	0.3282740756387701
UBASH3A	5.897256216799968e-276	0.3277111423803453
GPR171	7.158061190839702e-274	0.3265307538301748
EOMES	9.092107095715605e-274	0.3264717876872021
SLA	6.894284610272061e-273	0.32597178509196334
PTAFR	9.873886527845727e-272	0.3253133886860086
CORO1A	1.1096090535272794e-271	0.32528448527761494
NR1H3	1.3186404541363366e-271	0.32524173250026117
LSP1	7.729484835372101e-270	0.3242312882770865
SASH3	4.763880396958719e-268	0.3232044220809077
NCF1B	1.068969302164761e-267	0.32300256877863837
ETS1	1.0807271884250324e-266	0.32242390295974455
KLRK1	2.9842252062098673e-266	0.322169447343075
IRF2	2.115389176185621e-265	0.32167810717220463
VAV1	3.6077258164692077e-265	0.32154401874220484
NCF1	9.41743613483512e-265	0.32130284450071994
CLEC10A	2.8509156160282384e-263	0.3204438466045455
TICAM2	6.121208106577725e-262	0.31966896252836785
GBP1P1	7.309757116260277e-262	0.31962405442277064
LINC01943	4.960243379094641e-260	0.31855445265962823
HVCN1	9.410343275817045e-259	0.31780546530507875
GZMM	2.4607570997570273e-258	0.3175603572321472
LINC02694	2.046801658211391e-257	0.3170193691757256
MAN2B1	2.3355531639986268e-257	0.3169856297178507
TRAV12-3	4.22678161113727e-257	0.31683392039736535
NCF1C	1.5634449874956974e-256	0.316499075330319
RNF19B	1.5855045890128053e-255	0.3159049847076657
WAS	6.685646100621258e-255	0.315535250626978
SCIMP	3.4237307080628104e-254	0.3151149562748887
IFI30	1.5124120475114697e-253	0.31473209787783635
LINC02446	3.658428488521115e-253	0.3145041774753034
ICAM1	4.1303784314799394e-253	0.31447285424447946
SIRPG-AS1	2.577828526123209e-252	0.31399966968440796
CD37	1.0501396422774937e-251	0.31363613307214067
TRIM21	1.3933732460952407e-251	0.3135628739582316
RNASE6	1.913541307249073e-251	0.3134806728102208
GPR132	7.823765768526932e-250	0.3125171665632921
CARD8-AS1	9.987405441200661e-250	0.31245364421874444
EHD1	2.9339702842798267e-248	0.3115726071574494
FCER1G	7.503720423784593e-248	0.3113273120568101
LINC00861	2.2473409967874152e-247	0.3110404756560174
ITGB7	7.242643567320485e-247	0.3107341169076337
CD300A	9.235350682263125e-247	0.31067044190026816
HCST	9.831826850651847e-247	0.3106540429715159
HAVCR2	1.5404995078376315e-246	0.3105363469332396
FCGR2A	3.715899236201667e-246	0.3103054159066776
TRAF1	4.4251836728285116e-246	0.3102595751962768
TRAV8-4	5.2048767392836124e-245	0.3096118921796606
LIMD2	9.264033895384884e-245	0.30946015949813144
ARHGAP9	2.5434883704317163e-242	0.30797765286993317
RGS1	1.6614194852367952e-241	0.30748023638701955
LCP1	6.743090861783014e-241	0.3071083144113099
POU2AF1	8.242375844164245e-241	0.30705496575893076
IKBKE	6.765575314963e-240	0.3064949125737449
CMKLR1	8.996760456924445e-240	0.3064189916061155
MIR155HG	3.975677032263543e-239	0.30602281575050067
UBE2L6	5.040152890407544e-239	0.3059595050640863
CD40LG	2.179208286818389e-238	0.30556844007623335
IRF8	5.189067190683548e-238	0.30533642087065826
PATL2	1.0612820044277691e-237	0.3051449133872704
CASP4	6.980851758342345e-237	0.30464004588371857
GIMAP1	1.6382496636407029e-236	0.30441108202493383
ZBP1	1.8701458328350899e-236	0.3043755293913086
AIM2	8.428952488018235e-236	0.3039708356060138
SOCAR	6.125486313831676e-235	0.3034367503759028
CLEC7A	1.6181985684915047e-234	0.30317474697154806
MICB	1.6764894384458498e-234	0.3031651973586353
PTPN6	6.349199559409992e-234	0.302805593631596
HLA-DQB1-AS1	1.8193685011251058e-233	0.30252093814708386
NUB1	3.4448130750500016e-233	0.3023481677783386
ADAMDEC1	1.0082017065614326e-228	0.29954838630103825
FCMR	4.627338192398334e-228	0.2991308739027747
CTSZ	6.071758048749918e-228	0.2990563663901382
CXCL10	1.1055166785355872e-227	0.2988919370884831
SPIB	1.584786461082739e-227	0.2987930664380408
MCOLN2	1.6483097477817209e-227	0.2987822746056487
CD274	4.746738686903049e-227	0.2984916568728927
ARHGAP45	1.5489500280143263e-226	0.2981662942006854
ICAM3	3.2837212225093624e-225	0.297324176078009
AKNA	7.587533904250125e-224	0.29645533371526184
HLA-DPA3	2.021495670451034e-223	0.29618357783303495
KLRB1	6.887834238158929e-222	0.29520256609430495
SIGLEC1	4.2068910385136935e-221	0.2946979586314733
TRAV10	1.141451381315304e-220	0.29441917372745
TRAV23DV6	6.774342879264974e-220	0.2939210074413983
TYMP	1.9202442126729127e-219	0.29362908611459193
SP100	3.798646714335756e-219	0.29343776062802485
FCRL5	7.04890480526547e-219	0.29326424667014006
STK17B	1.6339768311425068e-218	0.2930280888407998
GPR18	1.8198796467615636e-218	0.2929978049486358
LYN	3.977900094733857e-218	0.29277791891488947
PAX5	7.72204963314247e-218	0.2925912447342847
WARS1	1.9673553774107894e-217	0.292327820525983
GZMAP1	3.484085020531636e-217	0.2921666985607162
KLHL6	7.18931543536604e-217	0.2919623265390561
RUNX3	6.827075769540524e-216	0.29132620140617616
GIMAP6	7.472501807728982e-216	0.2913006378605138
RFTN1	1.0670885116933583e-215	0.2911997853392932
CSK	4.853482057331788e-215	0.2907705490292266
PILRA	7.780409329953544e-215	0.2906366705708257
TRAV26-2	3.5023448122408145e-214	0.2902093922605168
LTA	3.929059315662092e-214	0.2901767089418435
CARD16	1.7009308900423592e-213	0.28975974942326393
IFNAR2	2.707888833918231e-213	0.2896272900759187
PARP12	3.676358978533545e-211	0.28822396144645845
ETV7-AS1	4.278144577251813e-211	0.28818051343253087
FBXO6	7.143481352436431e-211	0.2880335203552101
GPR183	1.0950227750501156e-210	0.2879109797800983
JAK2	2.5148308177252972e-210	0.2876722886227272
MMP2-AS1	2.9797533207497342e-210	0.2876235602970224
THEMIS2	7.918244684803041e-210	0.28734262899954427
FCRL3	9.519643399504315e-210	0.28728964832771403
IL27RA	1.9949195949966941e-209	0.28707672363926234
TLR6	2.043013401302407e-209	0.2870698645013215
TRAV8-1	2.288243248731724e-209	0.28703722238839025
C1DP5	2.594370868717251e-209	0.2870010617928407
GZMB	2.666572889109269e-209	0.2869931555957288
SP140L	5.85779269742176e-209	0.2867663797596928
LINC01871	1.1318484208478254e-208	0.2865764166343365
TRAV16	2.1821697083858527e-208	0.28638693949990407
PSME2	6.190792363671706e-208	0.2860856674970158
ST8SIA4	9.667755500858886e-208	0.2859567712819852
KIR2DL4	1.516285015892208e-207	0.2858265567215826
PLEKHO2	4.983947477316316e-207	0.2854819269167733
PIK3CD	7.624557528855807e-206	0.28469008314112965
HMGB3P32	1.7719394048345532e-205	0.2844447590092175
LST1	5.801374839034051e-205	0.2840993074126376
STAT2	1.5192402173350519e-204	0.28381853922032735
PCED1B	1.7286824279690953e-204	0.2837808485321266
FCGR1A	3.1781695633724306e-204	0.2836030555556418
TIFAB	3.382186720803467e-204	0.2835848827845203
NPL	4.603350809880709e-204	0.2834948233872908
LINC01215	7.156030446685684e-204	0.28336587597672175
MS4A1	7.839762091374448e-204	0.2833391955353962
C3AR1	1.78404194097687e-203	0.28309865191966815
RHBDF2	1.8717573750136788e-203	0.2830846036924032
FCGR2B	3.1341479520508707e-203	0.2829336741349037
CD84	3.247728987429788e-203	0.2829232475716403
MOB1A	5.546941101590215e-203	0.2827664107542721
DENND2D	7.877881768228221e-203	0.2826635695934703
NLRC3	7.679581054109018e-202	0.28199496894669157
IL15	1.9031308492237352e-201	0.2817279845047133
CLEC4E	1.1166950142680387e-200	0.281206572528117
LINC00892	1.1626467522667535e-200	0.2811946764575821
FMNL3	3.384017515853368e-200	0.28087929420108027
ACTR3	4.856032650990955e-200	0.2807725862786529
ADA2	9.997884445522056e-200	0.28055907678726283
IL7R	1.1784633732358196e-199	0.28051043738517956
CIITA	2.6586333098645477e-199	0.28026961377418147
SLC2A6	3.0286375938910413e-199	0.28023102266649735
CYLD-AS1	3.1085769064168477e-199	0.28022330606385787
LINC00996	1.3109920626243448e-198	0.27979663009405037
EBI3	2.246058877185705e-198	0.2796368191630261
NMI	4.489686073554162e-198	0.27943107638872466
RHOG	5.702697604515216e-197	0.27867451719588154
ARPC2	7.169167639284227e-197	0.27860628143167504
ERAP1	1.3526785022832953e-196	0.2784168779179726
WDFY4	2.4913826447510314e-196	0.27823453154359046
SLFN5	6.917162012756518e-196	0.2779293393408728
TRAFD1	7.479782667456714e-196	0.27790595247775013
CXCR5	3.6095728512266e-195	0.27743473385734435
NCKAP1L	5.291745814925898e-195	0.27732006173967994
FGD2	6.41342344143805e-195	0.2772624153915913
FMNL1	5.661596799067599e-194	0.2766083768135929
RFX5	6.679324963153043e-193	0.2758650685847431
VAMP5	1.9753403918134287e-192	0.2755377471107608
BHLHE40-AS1	2.0028006794770722e-192	0.2755335766236891
ADPRH	2.8736403161771897e-192	0.27542448894301524
CD8A	7.85459036830162e-190	0.27372270320566966
C1orf162	8.564656699619891e-190	0.2736963566541087
LACTB	7.65749818551212e-189	0.2730284983872862
SP110	8.421737658130467e-189	0.2729994528491888
ZNF101	1.1837519406369171e-188	0.27289547422706595
IATPR	1.876611041447351e-187	0.2720498169329906
TRAV22	1.895192457894658e-187	0.2720467962624968
AIF1	3.94684421849047e-187	0.2718217832182535
BATF	7.841306295824367e-186	0.270902719932268
MOB3A	1.3930253630007548e-185	0.27072561398288314
NCR3	3.503568607312328e-185	0.27044108523499055
DOCK2	7.270611725758703e-185	0.270215618391988
SAMHD1	1.267107414479236e-184	0.2700439211909632
LILRB2	1.8626268895149985e-184	0.2699247674329218
STK4	3.0053510570673827e-184	0.2697767171632785
IFNG-AS1	1.5650883133409014e-183	0.2692653369653632
GCSAM	2.2607312445824432e-183	0.2691512187601807
GPR174	2.632146352774444e-183	0.26910399957025816
BCL2A1	6.651088712784202e-183	0.2688160344159368
PIM2	5.1003602079692305e-182	0.2681819545185045
IGHG1	6.582154713905863e-182	0.2681024446533885
DPP9	3.092325258157262e-181	0.26761955220225647
RPL4P1	4.2762232759252806e-181	0.26751825282870034
ACTR2	5.662651076246708e-181	0.26743045723109976
CGAS	2.0440579120430442e-179	0.2663063395303181
ADAM19	2.2329358827074375e-179	0.2662785673256997
ECE1-AS1	5.1254424000142956e-179	0.2660173062155015
DAPP1	1.0860386209699553e-178	0.2657809438759362
MPEG1	1.763590676858397e-178	0.26562821019891847
APOBEC3F	3.9588331441658785e-178	0.26537324900443054
TNFRSF4	4.852640042758398e-178	0.26530901526649836
ZBTB32	9.783947262547208e-178	0.26508762181823453
GP1BA	1.0146206206811899e-177	0.26507613722036477
CAPZA1	1.2376595455739319e-176	0.26428463922368306
SOCS1	1.4161428155162574e-176	0.264241933443138
NUP153-AS1	4.122539818901743e-176	0.26390291803986343
SIPA1	1.0593251935848172e-175	0.2636030773301347
PLEKHO1	4.904606906560619e-175	0.2631153339571814
SELPLG	5.335852225736879e-175	0.2630884831539384
APOL2	9.996968385862821e-175	0.2628883474971686
BLK	1.091819723939662e-174	0.26286023409079
CXCR4	1.205076791661502e-174	0.26282875234546604
LIPA	1.6259776772548227e-174	0.26273317270989555
GM2A	5.249838870852753e-174	0.26235882242163444
RGS19	6.609762297492106e-173	0.2615477382072453
CD79A	6.861113858375398e-173	0.26153576557793673
DSE	1.0100173554328422e-172	0.26141168394021663
IFIH1	1.1481790588975129e-172	0.2613705281714267
TRBV7-6	1.8400202535232198e-172	0.26121907934190375
HLA-DQB2	2.3361967341542596e-172	0.2611423698887356
BTLA	3.036295874935146e-172	0.2610581231619609
CYLD	5.694390847122077e-172	0.2608558781732894
NCR1	9.218236133265968e-172	0.26070083455190673
GMIP	3.9239634263521204e-171	0.2602339739224057
IKZF1	1.8964152740520197e-170	0.2597251094283355
LINC02384	4.363148492309344e-170	0.25945551848571585
NCF4	6.73839400350232e-170	0.25931476776663054
TLR7	2.8031713830830166e-169	0.2588525128886855
CLEC6A	2.873003077658383e-169	0.25884452543289826
DTX3L	3.904967812885302e-169	0.2587448821870168
LGALS9	4.1148614837076934e-169	0.2587278787069904
TNIP1	7.750309311008203e-169	0.2585221575677265
ERAP2	1.041235156076017e-167	0.2576760824026668
LHFPL2	3.149838493947754e-167	0.25731460557893765
IL18R1	2.626886292225887e-166	0.25662035299710373
TLR8	2.7852989207404364e-166	0.25660115622638197
CD68	8.090534964770685e-165	0.2554939361138784
IFITM3P6	4.770711091502845e-164	0.2549085725488135
TNFSF13B	1.2067510598580162e-163	0.25460181233757756
TRIM69	1.9851765613096423e-163	0.25443709782540175
MS4A4A	4.24930198063327e-163	0.254185032486006
CD70	5.3170597572200305e-163	0.25411073271210044
LTB	7.541009899529846e-163	0.2539948629970853
FKBP15	1.0660965557714506e-162	0.2538799960776797
LINC00158	1.568874283984272e-162	0.25375174866997885
TMC8	3.672291439221334e-162	0.2534691863238319
CNR2	1.4239225884398524e-161	0.25301818977110707
SIT1	1.6047915578014519e-161	0.25297835107206695
CCR7	2.687629634965544e-161	0.2528064705412905
ARPC1B	4.986318717195395e-161	0.252600292721616
IL4I1	7.561611391934548e-161	0.25246127842655514
CASP1	7.944988024889531e-161	0.2524447610109578
BATF3	1.614090675874035e-160	0.2522078993359285
CASP4LP	2.648912955210978e-160	0.25204221150613476
CFLAR	2.81085002396318e-160	0.2520223567206096
PML	4.241312417461491e-160	0.251884655297351
SH2B3	1.6072787841513504e-159	0.25143812902231527
PPM1M	2.2033539883251723e-159	0.25133227339780845
RNF213	2.615525632372762e-159	0.2512747050215587
PLEKHA2	3.858898311579541e-159	0.25114408789378684
NFKB1	1.5558292524155275e-158	0.2506752105941693
IL4R	4.191012956357409e-158	0.2503413527530083
IFI16	3.32326827894993e-157	0.24964211486331223
PRKCH	4.82952993515911e-157	0.24951564655992317
CLIC2	7.90307010993179e-157	0.24934890710527977
NAIPP1	2.430725348325297e-156	0.2489680595337536
RHEBL1	3.4410992646789214e-156	0.24885009767830238
CCL8	4.511306690135347e-156	0.24875815670547044
VCAM1	1.039609034592323e-155	0.24847446796432204
ITGAX	1.0753813748691787e-155	0.24846296423108827
SNX10	2.9606039583446386e-155	0.24811832213785845
NFAM1	7.296660536219945e-155	0.24781089546294344
STK17A	7.95895209639304e-155	0.24778126220485777
ADAM8	1.1768054405060975e-154	0.24764781911258105
MDFIC	1.227270357735926e-154	0.24763348735979457
IL18RAP	1.6626364650714237e-154	0.24752983006907295
MSN	4.339701688835378e-154	0.24720195536796793
MLKL	4.34890150538296e-154	0.24720123111147835
MIR4539	6.236129261305884e-154	0.247077925031054
RAB8B	8.657885612639625e-154	0.24696561724941324
STK10	3.9428934184417974e-153	0.24644595251191387
LRRC25	9.835056230141661e-153	0.24613204100469394
ISG20	2.4643988575421914e-152	0.24581611496822148
CSF1	4.969351707978878e-152	0.24557459539827853
ACAP1	5.876464777786081e-152	0.2455168169991365
CLEC17A	2.8520777593024952e-151	0.24497170056580822
OR2I1P	4.499912955287352e-151	0.24481408616459208
TRAV2	4.9368716543849445e-151	0.24478204063677925
KIF1C-AS1	6.403327566246528e-151	0.24469208073428014
CSF1R	7.702764357660975e-151	0.2446281518510194
IFNGR2	1.4306175483048173e-150	0.244413797318837
TBC1D10C	1.080600192722848e-149	0.24371224737722
PIK3AP1	1.166247987034823e-149	0.24368573860017503
TRAF3IP3	2.9573964358427923e-149	0.24336208392881592
ITGAE	3.2535046695345723e-149	0.24332886619218375
HLA-DPB2	3.5107282247150805e-149	0.2433023747084841
IL7	9.156613884313528e-149	0.24296833552314007
LINC02397	1.757069515417045e-148	0.24274093879178726
PTPN7	4.209432703195878e-148	0.24243573740500907
CD19	1.1594511891213415e-147	0.2420812558609195
TRANK1	1.266158469148687e-147	0.2420504262682369
TRAV27	1.7670808037109992e-147	0.241933658749535
ARHGEF1	4.241759208242143e-147	0.24162662263170076
GTSF1L	2.195633829170982e-146	0.24104896160694955
SLC25A19	8.225081013641678e-146	0.24058379025156684
HEATR9	2.8758813983125755e-145	0.2401419762487476
CD83	3.49192375067269e-145	0.24007338836264025
IGKC	1.5140710051375522e-143	0.23873695981695633
IGKV3-20	2.4201872125293443e-143	0.2385700816910638
XCL1	2.457009047485042e-143	0.23856470722236753
IGKV3-11	3.1481387071748253e-143	0.2384764652175621
KLRG1	4.6134596081748315e-143	0.23834034005609728
AOAH	8.53247896718222e-143	0.23812113367020366
DENND1C	1.6598318947928164e-142	0.23788366331986752
TRAF3	2.342562844377761e-142	0.23776060636527896
SLFN11	4.038093288315281e-142	0.2375659701871625
BATF2	4.626786210395908e-142	0.2375172982973632
SMAP2	1.3922168162439598e-141	0.23712289868911368
CDC42SE2	3.57481794802975e-141	0.2367846992702767
NCF2	6.172532295419074e-141	0.23658856764319475
TNFRSF13C	7.509589059139092e-141	0.2365181165906176
GRAP	1.9806566197469857e-140	0.23616929841146433
IGLC2	2.018577675207366e-140	0.236162471671886
ITGB2-AS1	2.4979104202441665e-140	0.2360857607517947
IL17REL	3.1202739893747256e-140	0.23600563402819122
TRAJ1	5.719519513266167e-140	0.23578722717355316
MSR1	6.479302095471954e-140	0.23574224362286272
SHISAL2A	8.44245646214338e-140	0.23564676126891912
CD22	2.006124741187752e-139	0.2353342048197483
SIGLEC9	3.6984298580831856e-139	0.2351130264719742
SBNO2	3.981345169452959e-139	0.23508635843214878
CLECL1	1.2658717585794623e-138	0.23466742429369056
P2RY13	3.379528805549272e-138	0.23431112556962316
DEF6	8.178013264855022e-138	0.23398996394215438
PSME1	2.542301348590422e-137	0.233577047493606
ZNF683	5.070193899384857e-137	0.23332533704224356
TRAV36DV7	6.266597146426395e-137	0.2332480270812144
SH3KBP1	2.0427487390133593e-136	0.23281629629518039
THEMIS	3.8313255431942555e-136	0.2325861507925683
RHOH	8.204983643874237e-136	0.23230713641675568
LY96	1.2101762126675506e-135	0.2321646117854459
CARD11	3.63753530858182e-135	0.23176045427325712
RECQL	5.4778477116031675e-135	0.23160990602488607
HTRA4	7.351464619750598e-135	0.23150165928931218
NFATC2	6.793854410296431e-134	0.23068161972618395
IKBIP	8.325538778791143e-134	0.23060648354060373
DSCR9	9.6791622237268e-134	0.23055079181163884
IGHV4-34	1.1648263076138983e-133	0.2304823129855878
TGFB1	1.2102300820281368e-133	0.23046816985895993
CYRIB	2.251387094158536e-133	0.2302384459211122
PTPN22	5.085975505787667e-133	0.2299364639103879
HLA-J	1.1944364653731533e-132	0.2296196201034531
OPTN	1.3364612245896205e-132	0.22957788951383334
RAPGEF1	1.9020065433232846e-132	0.22944676259003452
DERL3	2.65936594061365e-132	0.22932213799814602
