CpGs	B	cancer	CD4	CD8	M0	M1	M2	Mono	Neu	NK	Treg
cg14602222	0.654999971389771	0.981173807115697	0.795500010251999	0.911499977111816	0.676499992609024	0.606499999761581	0.513000011444092	0.50450000166893	0.458999991416931	0.702500015497208	0.848499983549118
cg16945186	0.037000000476837	0.830143394795331	0.00800000037998	0.054500000551343	0.013500000350177	0.010499999858439	0	0	0	0	0.031999999657273
cg00901320	0.138999998569489	0.57166666785876	0.052999999374151	0.152500003576279	0.028500000014901	0.021000000648201	0.018499999307096	0.026500000618398	0	0.060999998822808	0.061499999836087
cg11624996	0.986000001430511	0.917143017053604	0.976000010967255	0.976999998092651	0.878999978303909	0.863000005483627	0.878499984741211	0.784000009298325	0.046000000089407	0.967000007629395	0.95949998497963
cg05193189	0.976999998092651	0.963071791993247	0.97299998998642	0.972499996423721	0.737500011920929	0.673500001430511	0.812000006437302	0.550500005483627	0.010999999940395	0.733999997377396	0.978500008583069
cg16305792	0.5	0.875	0.682500004768372	0.856499999761581	0.20549999922514	0.219499997794628	0.132500000298023	0.245999999344349	0.0489999987185	0.750499993562698	0.52700001001358
cg16733705	0.223000004887581	0.730302006006241	0.227999992668629	0.377500012516975	0.072499997913837	0.076999999582768	0.09400000050664	0.108000002801418	0.101000003516674	0.117999996989965	0.153500001877546
cg07804973	0.982999980449677	0.988372093023256	0.988499999046326	0.983999997377396	0.922499984502792	0.920500010251999	0.912499994039536	0.936500012874603	0.101000003516674	0.98199999332428	0.956000000238419
cg08567279	0.01799999922514	0.559907781226294	0.046000000089407	0.056500000879169	0.035500000230968	0.018999999389052	0	0	0	0	0.038999998942018
cg26444528	0.508000016212463	0.753378510475159	0.30850000679493	0.453500002622604	0.044999999925494	0.13400000333786	0.123500000685453	0.082499999552965	0.082000002264977	0.157000005245209	0.298500001430511
cg17471253	0.944000005722046	0.987179487943649	0.925999999046326	0.865500003099442	0.95550000667572	0.900999993085861	0.906499981880188	0.89300000667572	0.020999999716878	0.956000000238419	0.845499992370605
cg08253808	0.962000012397766	0.950231481481482	0.974500000476837	0.972499996423721	0.852999985218048	0.849999994039536	0.892500013113022	0.775499999523163	0	0.954499989748001	0.952999979257584
cg05398700	0.970000028610229	0.92403849363327	0.966499984264374	0.976000010967255	0.903499990701675	0.907499998807907	0.844999998807907	0.881999999284744	0	0.976999998092651	0.969500005245209
cg18568335	0.836000025272369	0.905882352941176	0.948500007390976	0.946000009775162	0.25900000333786	0.210999995470047	0.276500001549721	0.133500002324581	0	0.917500019073486	0.951499998569489
cg16229875	0.957000017166138	0.903993961356935	0.440500006079674	0.606499999761581	0.738499999046326	0.723499983549118	0.592000007629395	0.618000000715256	0.166999995708466	0.868999987840652	0.779500007629395
cg03091551	0.136000007390976	0.559195402298851	0.060499999672175	0.109499998390675	0.062999999150634	0.040999999269843	0.018500000238419	0.02350000012666	0.018999999389052	0.016499999910593	0.068499999120832
cg13539545	0.28999999165535	0.639815014600754	0.162500001490116	0.346499994397163	0.082499999552965	0.029500000178814	0.024000000208616	0.084499999880791	0.059999998658896	0.080000000074506	0.217000000178814
cg14511698	0.19200000166893	0.686298012733459	0.168499998748302	0.221000000834465	0.050999999046326	0.05599999986589	0.037000000476837	0.043999999761581	0.052999999374151	0.03150000050664	0.129000004380941
cg00157572	0.224000006914139	0.706348985433578	0.146499998867512	0.216000005602837	0.103999998420477	0.057000000029802	0.101999998092651	0.058500001206994	0.063000001013279	0.08500000089407	0.121499996632338
cg11034672	0.01799999922514	0.89827601313591	0.565499991178513	0.82150000333786	0	0.009999999776483	0	0.011500000022352	0	0.263000003993511	0.635500013828278
cg17500342	0.971000015735626	0.971185475587845	0.979000002145767	0.979999989271164	0.907000005245209	0.912499994039536	0.904499977827072	0.856000006198883	0.086999997496605	0.962500005960464	0.974000006914139
cg17809595	0.922999978065491	0.065608497709036	0.962500005960464	0.921999990940094	0.935500025749207	0.945499986410141	0.933499991893768	0.956999987363815	0.925999999046326	0.909999996423721	0.971999973058701
cg07099481	0.977999985218048	0.937254901960784	0.969999998807907	0.980500012636185	0.484500005841255	0.429000005125999	0.377499997615814	0.325000002980232	0.150999993085861	0.869500011205673	0.971499979496002
cg26415566	0.197999998927116	0.708333492279053	0.200499996542931	0.295999988913536	0.068000001832843	0.05350000038743	0.021499999798834	0.046499999240041	0.037000000476837	0.081999997608364	0.20549999922514
cg11824827	0.915000021457672	0.931372549019608	0.45100000500679	0.127499997615814	0.889499992132187	0.869500011205673	0.885000020265579	0.831000000238419	0.791999995708466	0.014999999664724	0.744500011205673
cg00071872	0.071000002324581	0.047149151563644	0.4375	0.450000002980232	0.428999990224838	0.525999993085861	0.588499993085861	0.462999999523163	0.558000028133392	0.398999989032745	0.543500006198883
cg07298177	0.981000006198883	0.951803961744556	0.976999998092651	0.968999981880188	0.180999994277954	0.118000004440546	0.135000001639128	0.05599999986589	0	0.961999982595444	0.979000002145767
cg16802439	0.955999970436096	0.965689194744284	0.979500025510788	0.976999998092651	0.85249999165535	0.905000001192093	0.759499996900558	0.765499979257584	0.035999998450279	0.965000003576279	0.961499989032745
cg11731596	0.381999999284744	0.726708024740219	0.354000002145767	0.600000023841858	0.250499993562698	0.233499996364117	0.146000005304813	0.214500002563	0.157000005245209	0.241999998688698	0.382499992847443
cg05877788	0.342000007629395	0.788889014720917	0.753499984741211	0.630500018596649	0.283000007271767	0.203999996185303	0.247000001370907	0.36599999666214	0.319000005722046	0.350999996066093	0.603000000119209
cg00220162	0.25	0.648550724637681	0.170000001788139	0.320499986410141	0.125500001013279	0.072000000625849	0.04450000077486	0.094999998807907	0.093000002205372	0.078999999910593	0.14299999922514
cg14424407	0.061999998986721	0.636302500963211	0.03999999910593	0.088500000536442	0.00899999961257	0.014999999664724	0	0.008499999996275	0	0.028500000014901	0.030999999493361
cg13468144	0.977999985218048	0.959935675064723	0.926499992609024	0.953000009059906	0.988499999046326	1	0.967999994754791	0.979999989271164	0	0.929000020027161	0.949999988079071
cg07281649	0.985000014305115	0.969922975157246	0.971500009298325	0.988999992609024	0.961999982595444	0.958000004291534	0.930500000715256	0.968500018119812	0.041000001132488	0.945500016212463	0.986000001430511
cg03884100	0.98199999332428	0.962250723288609	0.979499995708466	0.962999999523163	0.957500010728836	0.952499985694885	0.94200000166893	0.896499991416931	0	0.953999996185303	0.981499999761581
cg02081266	0.050000000745058	0.654498994350433	0.029499999247491	0.033000001683831	0	0.036499999463558	0	0.014499999582768	0	0.019999999552965	0.014000000432134
cg10606834	0.137999996542931	0.666666825612386	0.05599999986589	0.140500001609325	0.010999999940395	0.033999999519438	0.052999999374151	0.056499999016523	0.021999999880791	0.036000001244247	0.151500001549721
cg14823851	0.194999992847443	0.712727516889572	0.130500003695488	0.244500003755093	0.046500001102686	0.056499999016523	0.025499999057502	0.044999999925494	0.037999998778105	0.132499996572733	0.155500002205372
cg00801765	0.711000025272369	0.920653709859559	0.516999989748001	0.546000003814697	0.261000007390976	0.281499989330769	0.177500002086163	0.353499993681908	0.236000001430511	0.554500013589859	0.672999978065491
cg05535202	0.976000010967255	0.941223884406297	0.977500021457672	0.959500014781952	0.837999999523163	0.877499997615814	0.793999999761581	0.680500000715256	0.028999999165535	0.94200000166893	0.945499986410141
cg26438409	0.938000023365021	0.277472496032715	0.894499987363815	0.897000014781952	0.96399998664856	0.89699998497963	0.90599998831749	0.933000028133392	0.931999981403351	0.930500000715256	0.867500007152557
cg14421700	0.164000004529953	0.930434782608696	0.694999992847443	0.784500002861023	0.095000000670552	0.065999999642372	0.039499999955297	0.03800000064075	0	0.283500008285046	0.71000000834465
cg02185248	0.101000003516674	0.916902989149094	0.315000005066395	0.704999983310699	0.108500000089407	0.095499999821186	0.048500001430512	0.03249999973923	0.013000000268221	0.412499994039536	0.619500011205673
cg13618516	0.968999981880188	0.911538461538462	0.96399998664856	0.962999999523163	0.37100000679493	0.272499993443489	0.081000000238419	0.148000001907349	0.016000000759959	0.933499991893768	0.975499987602234
cg07393058	0.782999992370605	0.048839312631896	0.925000011920929	0.83899998664856	0.841499984264374	0.821000009775162	0.777999997138977	0.883000016212463	0.852999985218048	0.842000007629395	0.879499971866608
cg10190756	0.232999995350838	0.105555556300614	0.379999995231628	0.344999998807907	0.703999996185303	0.723000019788742	0.690499991178513	0.641499996185303	0.652999997138977	0.592500001192093	0.25
cg13633270	0.212999999523163	0.655555714501275	0.112999998033047	0.223999999463558	0.051500000059605	0.064000003039837	0.05599999986589	0.046000000089407	0.019999999552965	0.046999998390675	0.152999997138977
cg16061498	0.150999993085861	0.695048004388809	0.072000000625849	0.143500003963709	0.037000000476837	0.101500000804663	0.024000000208616	0.021000000648201	0.039000000804663	0.016000000759959	0.103999998420477
cg09623077	0.620999991893768	0.343501159778008	0.745999991893768	0.574499994516373	0.826999992132187	0.877000004053116	0.796000003814697	0.874500006437302	0.869000017642975	0.862500011920929	0.633500009775162
cg12019801	0.954999983310699	0.905555498600006	0.97350001335144	0.931500017642975	0.165500000119209	0.155000001192093	0.122499998658895	0.103999998420477	0	0.957500010728836	0.959500014781952
cg00471371	0.976999998092651	0.91323549747467	0.979499995708466	0.981499999761581	0.320999994874001	0.292000010609627	0.299500003457069	0.211999997496605	0.009999999776483	0.976999998092651	0.961499989032745
cg10608596	0.144999995827675	0.666666666666667	0.15149999409914	0.173000000417233	0.024500000290573	0.037499999627471	0.052500000223517	0.05350000038743	0.016000000759959	0.050999999046326	0.133000001311302
cg10133935	0.986000001430511	0.966675884955752	0.969999998807907	0.974500000476837	0.970999985933304	0.961000025272369	0.967500001192093	0.966000020503998	0.101999998092651	0.97749999165535	0.977999985218048
cg18366919	0.007000000216067	0.613207995891571	0.017000000923872	0.074000000953674	0.007499999832362	0.020999999716878	0	0	0	0	0.041000001132488
cg16927606	0	0.904545454545455	0	0	0	0.02250000089407	0	0	0	0	0
cg24673765	0.136000007390976	0.649807989597321	0.325000002980232	0.65149998664856	0.011500000022352	0.03000000026077	0	0.034499999135733	0.017000000923872	0.118000000715256	0.420499995350838
cg02590401	0	0.689931511878967	0	0	0.036999998614192	0.039499999955297	0	0	0	0	0.010999999940395
cg21553182	0.165000006556511	0.696944217528066	0.070000000298023	0.202500000596046	0	0.014499999582768	0	0.020000000018627	0.012000000104308	0.013500000350177	0.089500002563
cg25763393	0.111000001430511	0.647580486536026	0.065000001341105	0.156499996781349	0	0.014999999664724	0.034000001847744	0.021500000730157	0	0	0.092499999329448
cg14231297	0.493999987840652	0.711309364863804	0.283000007271767	0.459999993443489	0.155000001192093	0.175999999046326	0.114500001072884	0.145999997854233	0.128000006079674	0.130500003695488	0.362499997019768
cg17408527	0.470999985933304	0.722222096390194	0.331000000238419	0.485000014305115	0.201999999582767	0.160999998450279	0.18749999627471	0.179999999701977	0.114000000059605	0.20499999448657	0.407999992370605
cg11618529	0.273000001907349	0.727513521909714	0.157000005245209	0.3125	0.032499998807907	0.047499999403954	0.048000000417233	0.052500000223517	0.041000001132488	0.093499999493361	0.098999999463558
cg08553572	0	0.881944444444444	0.53999999165535	0.619000017642975	0	0.018999999389052	0.018500000238419	0.00800000037998	0	0.613999992609024	0.66550001502037
cg07214164	0.363999992609024	0.746428489685059	0.323500007390976	0.425000011920929	0.137500002980232	0.214999996125698	0.191500000655651	0.181500002741814	0.148000001907349	0.270999997854233	0.392499998211861
cg21470541	0.940999984741211	0.955533596837945	1	0.974000006914139	0.926499992609024	0.91550001502037	0.881999999284744	0.887499988079071	0.397000014781952	0.945999979972839	0.930500000715256
cg04864807	0.453000009059906	0.695833504199982	0.208499997854233	0.342000007629395	0.174499996006489	0.095499999821186	0.105000000447035	0.159999996423721	0.108999997377396	0.166999995708466	0.273000001907349
cg04882272	0.921999990940094	0.906862867229125	0.962999999523163	0.944999992847443	0.462500005960464	0.388999998569489	0.427499994635582	0.328999996185303	0	0.868000000715256	0.985500007867813
cg20935165	0.189999997615814	0.69782600402832	0.059499999508262	0.16950000077486	0.046000000089407	0.010999999940395	0	0.00800000037998	0	0.021999999880791	0.014499999582768
cg08098128	0.25	0.875	0.00650000013411	0	0.075000002980232	0.074500000104308	0	0.012000000104308	0	0.030499999411404	0.023999999277294
cg09643136	0.358999997377396	0.730262994766235	0.309000000357628	0.479499995708466	0.216499999165535	0.224500000476837	0.233499996364117	0.211499996483326	0.202000007033348	0.311499997973442	0.313500002026558
cg01408124	0.485000014305115	0.935416666666667	0.931500017642975	0.94650000333786	0.248499996960163	0.346000000834465	0.11600000038743	0.020999999716878	0.01799999922514	0.872999995946884	0.895500004291534
cg11612905	0.953999996185303	0.976306974887848	0.858499974012375	0.951999992132187	0.636000007390976	0.533000007271767	0.553000003099442	0.523999989032745	0.125	0.926999986171722	0.868999987840652
cg17191047	0.97299998998642	0.947368025779724	0.96849998831749	0.979999989271164	0.559000000357628	0.650000005960464	0.391999989748001	0.560000002384186	0.123000003397465	0.935499995946884	0.971500009298325
cg16073378	0.120999999344349	0.609523821444738	0.049499999731779	0.094999998807907	0.026000000536442	0.00800000037998	0	0.020500000566244	0	0.012500000186265	0.094999998807907
cg22089737	0.048000000417233	0.641370981931686	0.034500000998378	0.096999999135733	0.029000000096858	0.040500000119209	0.036000000312924	0.010999999940395	0.021999999880791	0.018499999772757	0.049500001594424
cg18031307	0.025000000372529	0.631884008646011	0.043999999761581	0.109000001102686	0.021999999880791	0.011500000022352	0.009999999776483	0.019999999552965	0.016000000759959	0.026999999769032	0.026499999687076
cg17192454	0.048000000417233	0.683333486318588	0.093500003218651	0.175999999046326	0.041000001132488	0.029999999329448	0.027000000700355	0.05350000038743	0.020999999716878	0.039500000886619	0.085000002756715
cg15689410	0.093999996781349	0.6875	0.146499998867512	0.332499995827675	0.049999998882413	0.030500000342727	0	0.00650000013411	0.010999999940395	0.025000000372529	0.261999994516373
cg16852704	0.082000002264977	0.537735912597404	0.048499999567866	0.083000000566244	0	0.019499999471009	0.014499999582768	0.021499999798834	0.00899999961257	0.012500000186265	0.03800000064075
cg05968833	0.720000028610229	0.934162972465394	0.835999995470047	0.330499991774559	0.765500009059906	0.768500000238419	0.671499997377396	0.691000014543533	0.352999985218048	0.010999999940395	0.877000004053116
cg13006424	0.847000002861023	0.938811188811189	0.695500016212463	0.621000021696091	0.588499993085861	0.679500013589859	0.613499999046326	0.564499989151955	0.527999997138977	0.43800000846386	0.653499990701675
cg19043574	0.150999993085861	0.757688867079245	0.13400000333786	0.123000003397465	0.050499999895692	0.034500000998378	0	0.025000001303852	0.01799999922514	0.029500000178814	0.104000002145767
cg16185834	0.136999994516373	0.60952380952381	0.049499999731779	0.133000001311302	0.01549999974668	0.04700000025332	0.026500000618398	0.044999999925494	0.013000000268221	0.03150000050664	0.110500000417233
cg14485205	0.827000021934509	0.917819649543402	0.857499986886978	0.909500002861023	0.346500009298325	0.378000006079674	0.363000005483627	0.255499996244907	0.144999995827675	0.43800000846386	0.908000022172928
cg03128303	0.967999994754791	0.940956281764167	0.980499982833862	0.994500011205673	0.30799999833107	0.265000008046627	0.305000007152557	0.198499999940395	0	0.960500001907349	0.993000000715256
cg13184651	1	0.931782945736434	0.991499990224838	0.98199999332428	0.088500000536442	0.115000002086163	0.070999998599291	0.077999997884035	0.016000000759959	0.977999985218048	0.979499995708466
cg23570411	0.689999997615814	0.956521987915039	0.832500010728836	0.789000004529953	0.55799999833107	0.469999998807907	0.390000000596046	0.476500004529953	0.404000014066696	0.299499988555908	0.815499991178513
cg15878616	0.968999981880188	0.965516984462738	0.976500004529953	0.97800001502037	0.555999994277954	0.408500000834465	0.5625	0.340500012040138	0.027000000700355	0.99099999666214	0.960999995470047
cg04792530	0.939000010490417	0.362318659822146	0.936499983072281	0.874000012874603	0.923500001430511	0.928000003099442	0.950500011444092	0.942499995231628	0.938000023365021	0.962500005960464	0.90599998831749
cg07293059	0.984000027179718	0.922064809422744	0.730999976396561	0.954499989748001	0.902999997138977	0.925999999046326	0.953000009059906	0.828999996185303	0.012000000104308	0.966500014066696	0.866499990224838
cg26186239	0.089000001549721	0.6125	0.086500000208616	0.172499999403954	0.033500000834465	0.047500001266599	0.037999998778105	0.086999997496605	0.032000001519918	0.154499996453524	0.055499998852611
cg21288307	0.477999985218048	0.024404761904762	0.470000013709068	0.439000010490417	0.046500001102686	0.089500002563	0.024500000290573	0.348000004887581	0.658999979496002	0.696000009775162	0.421499997377396
cg08066129	0.17399999499321	0.67543884118398	0.186499997973442	0.225999996066093	0.054999999701977	0.179000005125999	0.171500004827976	0.1114999987185	0.050000000745058	0.114999998360872	0.21900000423193
cg24726200	0.186000004410744	0.730429119533963	0.267000004649162	0.421000003814697	0.120999999344349	0.100499998778105	0.1875	0.153499998152256	0.078000001609325	0.204499997198582	0.237500004470348
cg09849302	0.136000007390976	0.6754390001297	0.126000002026558	0.206000000238419	0.047499999403954	0.073500003665686	0.058000000193715	0.076999999582768	0.023000000044704	0.024500000290573	0.138999998569489
cg01584094	0.363999992609024	0.864250614250614	0.570500001311302	0.52250000834465	0.168000005185604	0.191999994218349	0.060999998822808	0.128499995917082	0	0.044499998912215	0.645500004291534
cg18053607	0.758000016212463	0.020512820512821	0.85300001502037	0.849000006914139	0.556499987840652	0.604499995708466	0.52250000834465	0.572500020265579	0.490000009536743	0.838499993085861	0.810999989509583
cg17676225	0.982999980449677	1	0.97749999165535	0.970999985933304	0.934500008821487	0.877000004053116	0.8125	0.653499990701675	0.305999994277954	0.967500001192093	0.985500007867813
cg19442004	0.982999980449677	0.94281045751634	0.982000023126602	0.962999999523163	0.464000001549721	0.412500008940697	0.385000005364418	0.28999999165535	0.020999999716878	0.943500012159348	0.96000000834465
cg04556126	0.194999992847443	0.687037020921707	0.120000001043081	0.238000005483627	0.039499999955297	0.049499999731779	0.084499999880791	0.073499999940395	0.039000000804663	0.112999998033047	0.128500003367662
cg18143296	0.100000001490116	0.777101516723633	0.128499999642372	0.268999993801117	0.027499999850988	0.110500000417233	0.046500001102686	0.068500000983477	0.050000000745058	0.117000002413988	0.18299999833107
cg07766263	0.647000014781952	0.727272987365723	0.465500012040138	0.684499979019165	0.23199999332428	0.162000000476837	0.162500001490116	0.219499997794628	0.221000000834465	0.230500005185604	0.507999986410141
cg14855367	0.171000003814697	0	0.833000004291534	0.847000002861023	0.868499994277954	0.853500008583069	0.906000018119812	0.818500012159348	0.846000015735626	0.827000021934509	0.715000003576279
cg18095675	0.970000028610229	0.971965998411179	0.978999972343445	0.97350001335144	0.598999977111816	0.466000005602837	0.53049997985363	0.398000001907349	0	0.926999986171722	0.970999985933304
cg19005485	0.962999999523163	0.913888831933339	0.989499986171722	0.983999997377396	0.660000026226044	0.521499991416931	0.517500013113022	0.415500000119209	0	0.923500001430511	0.944999992847443
cg16887264	0.223000004887581	0.6222864985466	0.114500001072884	0.171999998390675	0.104499999433756	0.047999998554587	0.050999999046326	0.064500000327826	0.064999997615814	0.054500000551343	0.117499999701977
cg24874602	0.714999973773956	0.195619734867317	0.814999997615814	0.676499992609024	0.914000004529953	0.893500000238419	0.909000009298325	0.917500019073486	0.892000019550323	0.867500007152557	0.708500027656555
cg20474850	0.263999998569489	0.572076499462128	0.089999999850988	0.180499993264675	0.077000001445413	0.046500001102686	0.062499999068677	0.049499999731779	0.076999999582768	0.059999998658896	0.116999998688698
cg23496836	0.595000028610229	0.818014705882353	0.553000003099442	0.671999990940094	0.026499999687076	0.027499999850988	0.044999998994172	0.068500000983477	0.039000000804663	0.312999993562698	0.587499976158142
cg11599269	0.625	0.903994023799896	0.835999995470047	0.522000014781952	0.521499991416931	0.438999995589256	0.468999996781349	0.449499994516373	0.474000006914139	0.032999999821186	0.875
cg25951981	0.263000011444092	0.633928507566452	0.063500002026558	0.163000002503395	0.01549999974668	0.014499999582768	0.049999999813736	0.023000000044704	0.013000000268221	0.070000000298023	0.103999998420477
cg20613972	0.967000007629395	0.9589433213075	0.976500004529953	0.974500000476837	0.354999989271164	0.306500002741814	0.323499992489815	0.088500000536442	0.054999999701977	0.518999993801117	0.991499990224838
cg22857085	0.222000002861023	0.717592507600784	0.095000002533197	0.157999999821186	0.061499999836087	0.03249999973923	0.050499998033047	0.045499999076128	0.028999999165535	0.039499999023974	0.152500003576279
cg01938023	0.829999983310699	0.882307499647141	0.923500001430511	0.925999999046326	0.430000007152557	0.46000000834465	0.26350000500679	0.207999996840954	0.133000001311302	0.863999992609024	0.91499999165535
cg06757405	0.296999990940094	0.717307819922765	0.224500000476837	0.300999999046326	0.132499998435378	0.124000001698732	0.133000001311302	0.145999997854233	0.093000002205372	0.254499994218349	0.228500001132488
cg00256485	0.019999999552965	0.947831978319561	0.905499994754791	0.84850001335144	0.450000002980232	0.380999997258186	0.383000001311302	0.333000004291534	0.020999999716878	0.068999998271465	0.888000011444092
cg09849319	0.020999999716878	0.961649000644684	0.974999994039536	0.894999980926514	0.619499981403351	0.516000002622604	0.544999986886978	0.443000003695488	0.104000002145767	0.077000003308058	0.92399999499321
cg05661533	0.024000000208616	0.919459513425827	0.853500008583069	0.788500010967255	0.351500004529953	0.221000000834465	0.303000003099442	0.179999999701977	0.014999999664724	0.070999998599291	0.778499990701675
cg22894329	0.03999999910593	0.910714285714286	0.655000001192093	0.661499977111816	0.080000001937151	0.10249999910593	0.118999999016523	0.0489999987185	0	0.100000003352761	0.681000024080276
cg05984496	0.938000023365021	0.102083500474691	0.946000009775162	0.886999994516373	0.956500023603439	0.963499993085861	0.939999997615814	0.960500001907349	0.958000004291534	0.900499999523163	0.916999995708466
cg03228145	0.310000002384186	0.891304119773533	0.179000005125999	0.382499992847443	0	0.021500000730157	0.01799999922514	0.029499999713153	0	0.276000000536442	0.193000003695488
cg05150023	0.52700001001358	0.797499984502792	0.72749999165535	0.860500007867813	0.260000005364418	0.291500002145767	0.307500004768372	0.172499999403954	0.160999998450279	0.321000009775162	0.647499978542328
cg05501996	0.42399999499321	0.761140935561236	0.222999997437	0.377000004053116	0.071000000461936	0.057500001043081	0.059000000357628	0.054999999701977	0.064999997615814	0.018500000238419	0.228000000119209
cg27588075	0.657999992370605	0.933333333333333	0.983000010251999	0.975500017404556	0.608500003814697	0.390500009059906	0.506000012159348	0.414499998092651	0.029999999329448	0.921999990940094	0.968999981880188
cg05513455	0.340999990701675	0.695454508066177	0.300999999046326	0.381999999284744	0.243499994277954	0.291500002145767	0.331499993801117	0.298500001430511	0.282000005245209	0.34799998998642	0.380500003695488
cg20487608	0	0.957932292713839	0.958500027656555	0.960999995470047	0	0.029500000178814	0	0.023499999195337	0	0.535500019788742	0.971500009298325
cg27481953	0.967000007629395	0.939337998628616	0.96900001168251	0.959999978542328	0.938000023365021	0.902500003576279	0.847000002861023	0.74549999833107	0	0.967500001192093	0.99099999666214
cg00991875	0.266999989748001	0.661904990673065	0.206500001251698	0.30299998819828	0.146999999880791	0.090500000864267	0.134500000625849	0.121499996632338	0.108000002801418	0.146499998867512	0.209999993443489
cg22004608	0.614000022411346	0.05902780033648	0.572499990463257	0.45550000667572	0.737000018358231	0.725500017404556	0.755999982357025	0.634499996900558	0.666999995708466	0.583999991416931	0.53549998998642
cg04274288	0.296999990940094	0.688888996839523	0.196000002324581	0.288499996066093	0.05800000205636	0.042500000447035	0.039499999955297	0.036500000394881	0.057000000029802	0.035999998450279	0.151000000536442
