signature,TMB - coef prop,SEX - coef prop,AAGE - coef prop,SEX - ROC AUC,SEX deconv only - ROC AUC,SEX - diff ROC AUC,AAGE - ROC AUC,AAGE deconv only - ROC AUC,AAGE - diff ROC AUC,TMB - ROC AUC,TMB deconv only - ROC AUC,TMB - diff ROC AUC,SEX - AP,SEX deconv only - AP,SEX - diff AP,AAGE - AP,AAGE deconv only - AP,AAGE - diff AP,TMB - AP,TMB deconv only - AP,TMB - diff AP,SEX - MCC,SEX deconv only - MCC,SEX - diff MCC,AAGE - MCC,AAGE deconv only - MCC,AAGE - diff MCC,TMB - MCC,TMB deconv only - MCC,TMB - diff MCC
DeconRNASeq_CBSX_NSCLC,,,0.0,,0.5138888888888888,,0.5138888888888888,0.5138888888888888,0.0,,,,,0.6650464731347084,,0.6650464731347084,0.6650464731347084,0.0,,,,,0.0,,0.0,0.0,0.0,,,
EpiDISH_CBSX_HNSCC,0.16554699417973417,,,,,,,,,0.6666666666666667,0.40476190476190477,0.261904761904762,,,,,,,0.7254329004329003,0.622016872016872,0.10341602841602837,,,,,,,0.4147575310031266,-0.03289758474798845,0.44765511575111505
DeconRNASeq_CBSX_HNSCC,0.23709763991972696,,,,,,,,,0.3333333333333333,0.38095238095238093,-0.047619047619047616,,,,,,,0.46851164708307563,0.49458874458874463,-0.026077097505669,,,,,,,-0.2253744679276044,-0.2253744679276044,0.0
EpiDISH_CBSX_melanoma,0.03501800404105884,0.0,0.0,0.47222222222222227,0.47222222222222227,0.0,0.47222222222222227,0.47222222222222227,0.0,0.7380952380952381,0.6428571428571429,0.09523809523809523,0.4746221405228758,0.4746221405228758,0.0,0.4746221405228758,0.4746221405228758,0.0,0.7023809523809523,0.6210884353741496,0.08129251700680273,-0.1272937693043289,-0.1272937693043289,0.0,-0.1272937693043289,-0.1272937693043289,0.0,-0.03289758474798845,-0.2253744679276044,0.19247688317961595
DeconRNASeq_CBSX_melanoma,0.09052644881929554,0.0,0.0,0.375,0.375,0.0,0.375,0.375,0.0,0.9047619047619048,0.7380952380952381,0.16666666666666663,0.42221638655462185,0.42221638655462185,0.0,0.42221638655462185,0.42221638655462185,0.0,0.9367346938775509,0.7881880024737167,0.14854669140383425,-0.34426518632954817,-0.34426518632954817,0.0,-0.34426518632954817,-0.34426518632954817,0.0,0.39477101697586137,0.39477101697586137,0.0
EpiDISH_CBSX_LM22,,0.01330506808144417,0.018999596111358312,0.5277777777777777,0.5277777777777778,-1.1102230246251565e-16,0.48611111111111116,0.5277777777777778,-0.04166666666666663,,,,0.5179775698158051,0.5748685954568307,-0.05689102564102555,0.5013888888888889,0.5748685954568307,-0.07347970656794178,,,,0.04351941398892446,0.04351941398892446,0.0,0.04351941398892446,0.04351941398892446,0.0,,,
DeconRNASeq_CBSX_LM22,0.010659051813782905,0.0,0.028503956590745307,0.7083333333333334,0.7083333333333334,0.0,0.638888888888889,0.7083333333333334,-0.06944444444444442,0.7380952380952381,0.7380952380952381,0.0,0.642548076923077,0.642548076923077,0.0,0.5970508658008657,0.642548076923077,-0.04549721112221128,0.7779434850863423,0.7779434850863423,0.0,0.3105172139687914,0.3105172139687914,0.0,0.181848241863327,0.3105172139687914,-0.1286689721054644,-0.03289758474798845,-0.03289758474798845,0.0
CIBERSORTx_CBSX_NSCLC,0.20200279366329074,0.1246409371716115,0.09491628086696215,0.7222222222222223,0.7083333333333335,0.01388888888888884,0.736111111111111,0.7083333333333335,0.027777777777777568,0.8571428571428572,0.7619047619047619,0.09523809523809534,0.8038690476190476,0.6510416666666666,0.15282738095238102,0.7271645021645021,0.6510416666666666,0.0761228354978355,0.8843537414965985,0.8239022881880023,0.06045145330859625,0.42600643361512924,0.3105172139687914,0.11548921964633785,0.408491223118783,0.3105172139687914,0.0979740091499916,0.2828894749305018,0.50709255283711,-0.22420307790660815
CIBERSORTx_CBSX_HNSCC,0.149139685086504,,,,,,,,,0.5714285714285714,0.5714285714285714,0.0,,,,,,,0.681096681096681,0.6300976800976801,0.0509990009990009,,,,,,,0.09759000729485333,-0.31180478223116176,0.4093947895260151
CIBERSORTx_CBSX_melanoma,0.027169427792506497,0.0,0.0,0.5138888888888888,0.5138888888888888,0.0,0.5138888888888888,0.5138888888888888,0.0,0.7857142857142858,0.6904761904761905,0.09523809523809534,0.4913632119514472,0.4913632119514472,0.0,0.4913632119514472,0.4913632119514472,0.0,0.7253968253968254,0.6663265306122448,0.05907029478458059,-0.1272937693043289,-0.1272937693043289,0.0,-0.1272937693043289,-0.1272937693043289,0.0,0.14085904245475275,0.14085904245475275,0.0
CIBERSORTx_CBSX_LM22,0.0,,0.03821902347479045,,0.2638888888888889,,0.25,0.2638888888888889,-0.013888888888888895,0.8095238095238096,0.8095238095238096,0.0,,0.4009298605805959,,0.3867253151260504,0.4009298605805959,-0.01420454545454547,0.8255625327053897,0.8255625327053897,0.0,,-0.34993385618385614,,-0.1272937693043289,-0.34993385618385614,0.22264008687952724,0.0,0.0,0.0
